date,entry_time,exit_time,entry_price,exit_price,stop,target,or_high,or_low,outcome,pnl_pts,risk_pts,r,year
2017-06-02,2017-06-02 14:10:00+00:00,2017-06-02 15:26:00+00:00,5846.2,5853.45,5826.7,5853.45,5841.2,5826.7,target,7.25,19.5,0.3717948717948718,2017
2017-06-05,2017-06-05 13:45:00+00:00,2017-06-05 14:43:00+00:00,5885.8,5890.8,5872.5,5890.8,5882.5,5872.5,target,5.0,13.300000000000182,0.375939849624055,2017
2017-06-06,2017-06-06 14:15:00+00:00,2017-06-06 19:23:00+00:00,5888.9,5871.2,5871.2,5896.75,5886.9,5871.2,stop,-17.699999999999818,17.699999999999818,-1.0,2017
2017-06-09,2017-06-09 14:05:00+00:00,2017-06-09 15:20:00+00:00,5898.9,5883.4,5883.4,5906.549999999999,5898.7,5883.4,stop,-15.5,15.5,-1.0,2017
2017-06-13,2017-06-13 13:45:00+00:00,2017-06-13 14:16:00+00:00,5762.2,5741.0,5741.0,5772.549999999999,5761.7,5741.0,stop,-21.199999999999818,21.199999999999818,-1.0,2017
2017-06-19,2017-06-19 14:00:00+00:00,2017-06-19 17:32:00+00:00,5761.1,5774.200000000001,5724.7,5774.200000000001,5750.9,5724.7,target,13.100000000000364,36.400000000000546,0.3598901098901145,2017
2017-06-20,2017-06-20 14:45:00+00:00,2017-06-20 17:22:00+00:00,5772.8,5754.5,5754.5,5780.8,5770.5,5754.5,stop,-18.300000000000182,18.300000000000182,-1.0,2017
2017-06-21,2017-06-21 14:05:00+00:00,2017-06-21 14:40:00+00:00,5752.8,5759.15,5738.6,5759.15,5751.3,5738.6,target,6.349999999999454,14.199999999999818,0.4471830985915166,2017
2017-06-23,2017-06-23 14:30:00+00:00,2017-06-23 15:56:00+00:00,5786.9,5796.45,5763.4,5796.45,5782.5,5763.4,target,9.550000000000182,23.5,0.406382978723412,2017
2017-06-27,2017-06-27 14:05:00+00:00,2017-06-27 16:35:00+00:00,5757.5,5733.5,5733.5,5769.1,5756.7,5733.5,stop,-24.0,24.0,-1.0,2017
2017-07-04,2017-07-04 13:50:00+00:00,2017-07-04 14:16:00+00:00,5612.4,5604.7,5604.7,5616.0,5611.9,5604.7,stop,-7.699999999999818,7.699999999999818,-1.0,2017
2017-07-07,2017-07-07 13:50:00+00:00,2017-07-07 15:28:00+00:00,5639.2,5647.95,5617.2,5647.95,5634.7,5617.2,target,8.75,22.0,0.3977272727272727,2017
2017-07-11,2017-07-11 13:50:00+00:00,2017-07-11 14:07:00+00:00,5695.8,5701.05,5680.8,5701.05,5691.3,5680.8,target,5.25,15.0,0.35,2017
2017-07-17,2017-07-17 13:45:00+00:00,2017-07-17 14:03:00+00:00,5853.9,5859.049999999999,5840.5,5859.049999999999,5850.8,5840.5,target,5.149999999999636,13.399999999999636,0.3843283582089385,2017
2017-07-18,2017-07-18 13:45:00+00:00,2017-07-18 14:11:00+00:00,5838.7,5847.6,5820.7,5847.6,5838.5,5820.7,target,8.900000000000546,18.0,0.4944444444444748,2017
2017-07-19,2017-07-19 15:35:00+00:00,2017-07-19 16:05:00+00:00,5913.9,5922.0,5897.2,5922.0,5913.4,5897.2,target,8.100000000000364,16.699999999999818,0.48502994011978756,2017
2017-07-24,2017-07-24 13:55:00+00:00,2017-07-24 15:13:00+00:00,5926.4,5917.4,5917.4,5930.5,5925.6,5917.4,stop,-9.0,9.0,-1.0,2017
2017-07-25,2017-07-25 13:55:00+00:00,2017-07-25 17:39:00+00:00,5935.9,5943.549999999999,5917.9,5943.549999999999,5933.2,5917.9,target,7.649999999999636,18.0,0.4249999999999798,2017
2017-07-26,2017-07-26 14:05:00+00:00,2017-07-26 14:54:00+00:00,5955.5,5944.2,5944.2,5959.9,5953.0,5944.2,stop,-11.300000000000182,11.300000000000182,-1.0,2017
2017-07-28,2017-07-28 16:00:00+00:00,2017-07-28 19:59:00+00:00,5908.8,5910.8,5870.8,5927.200000000001,5907.6,5870.8,expiry,2.0,38.0,0.05263157894736842,2017
2017-08-07,2017-08-07 13:55:00+00:00,2017-08-07 14:07:00+00:00,5917.1,5922.35,5904.6,5922.35,5915.1,5904.6,target,5.25,12.5,0.42,2017
2017-08-08,2017-08-08 14:05:00+00:00,2017-08-08 14:44:00+00:00,5930.7,5937.85,5915.7,5937.85,5930.0,5915.7,target,7.150000000000546,15.0,0.47666666666670304,2017
2017-08-09,2017-08-09 13:55:00+00:00,2017-08-09 14:36:00+00:00,5892.0,5904.65,5865.2,5904.65,5890.5,5865.2,target,12.649999999999636,26.800000000000182,0.47201492537311757,2017
2017-08-11,2017-08-11 13:55:00+00:00,2017-08-11 14:08:00+00:00,5811.8,5821.700000000001,5790.8,5821.700000000001,5810.6,5790.8,target,9.900000000000546,21.0,0.4714285714285974,2017
2017-08-14,2017-08-14 14:00:00+00:00,2017-08-14 14:46:00+00:00,5899.3,5906.450000000001,5879.5,5906.450000000001,5893.8,5879.5,target,7.150000000000546,19.800000000000182,0.36111111111113536,2017
2017-08-16,2017-08-16 14:45:00+00:00,2017-08-16 16:05:00+00:00,5929.8,5938.4,5909.1,5938.4,5926.3,5909.1,target,8.599999999999454,20.699999999999818,0.41545893719804494,2017
2017-08-22,2017-08-22 13:50:00+00:00,2017-08-22 14:54:00+00:00,5843.7,5856.95,5816.2,5856.95,5842.7,5816.2,target,13.25,27.5,0.4818181818181818,2017
2017-08-23,2017-08-23 13:50:00+00:00,2017-08-23 15:54:00+00:00,5856.4,5863.9,5841.0,5863.9,5856.0,5841.0,target,7.5,15.399999999999636,0.4870129870129985,2017
2017-08-25,2017-08-25 13:50:00+00:00,2017-08-25 14:01:00+00:00,5863.5,5869.75,5847.3,5869.75,5859.8,5847.3,target,6.25,16.199999999999818,0.3858024691358068,2017
2017-08-29,2017-08-29 13:45:00+00:00,2017-08-29 14:30:00+00:00,5822.7,5837.2,5785.9,5837.2,5814.9,5785.9,target,14.5,36.80000000000018,0.3940217391304328,2017
2017-08-30,2017-08-30 13:45:00+00:00,2017-08-30 14:49:00+00:00,5890.1,5901.200000000001,5865.1,5901.200000000001,5887.3,5865.1,target,11.100000000000364,25.0,0.44400000000001455,2017
2017-09-04,2017-09-04 14:10:00+00:00,2017-09-04 14:31:00+00:00,5971.7,5974.8,5964.9,5974.8,5971.1,5964.9,target,3.100000000000364,6.800000000000182,0.45588235294121776,2017
2017-09-11,2017-09-11 13:50:00+00:00,2017-09-11 19:59:00+00:00,5989.2,5982.9,5962.8,6001.4,5987.2,5962.8,expiry,-6.300000000000182,26.399999999999636,-0.2386363636363738,2017
2017-09-15,2017-09-15 14:00:00+00:00,2017-09-15 14:35:00+00:00,5974.4,5981.75,5958.7,5981.75,5973.4,5958.7,target,7.350000000000364,15.699999999999818,0.4681528662420668,2017
2017-09-18,2017-09-18 13:45:00+00:00,2017-09-18 18:16:00+00:00,6009.1,5990.1,5990.1,6016.700000000001,6005.3,5990.1,stop,-19.0,19.0,-1.0,2017
2017-09-19,2017-09-19 16:00:00+00:00,2017-09-19 19:59:00+00:00,5998.4,5992.4,5972.7,6009.9,5995.7,5972.7,expiry,-6.0,25.699999999999818,-0.2334630350194569,2017
2017-09-22,2017-09-22 14:05:00+00:00,2017-09-22 17:16:00+00:00,5938.3,5915.6,5915.6,5949.0,5937.0,5915.6,stop,-22.699999999999818,22.699999999999818,-1.0,2017
2017-10-02,2017-10-02 13:55:00+00:00,2017-10-02 14:18:00+00:00,6002.6,6007.8,5988.0,6007.8,5998.4,5988.0,target,5.199999999999818,14.600000000000364,0.3561643835616225,2017
2017-10-03,2017-10-03 13:45:00+00:00,2017-10-03 14:13:00+00:00,6002.1,5985.7,5985.7,6008.35,5998.2,5985.7,stop,-16.400000000000546,16.400000000000546,-1.0,2017
2017-10-04,2017-10-04 15:25:00+00:00,2017-10-04 16:15:00+00:00,6000.5,6007.75,5979.7,6007.75,5994.2,5979.7,target,7.25,20.800000000000182,0.34855769230768924,2017
2017-10-06,2017-10-06 14:00:00+00:00,2017-10-06 19:56:00+00:00,6058.1,6066.5,6038.6,6066.5,6055.4,6038.6,target,8.399999999999636,19.5,0.4307692307692121,2017
2017-10-09,2017-10-09 14:05:00+00:00,2017-10-09 14:49:00+00:00,6079.5,6067.0,6067.0,6084.1,6076.2,6067.0,stop,-12.5,12.5,-1.0,2017
2017-10-13,2017-10-13 14:20:00+00:00,2017-10-13 14:30:00+00:00,6098.8,6102.85,6090.2,6102.85,6098.3,6090.2,target,4.050000000000182,8.600000000000364,0.47093023255814076,2017
2017-10-17,2017-10-17 14:05:00+00:00,2017-10-17 14:24:00+00:00,6117.7,6110.4,6110.4,6121.2,6117.4,6110.4,stop,-7.300000000000182,7.300000000000182,-1.0,2017
2017-10-20,2017-10-20 14:00:00+00:00,2017-10-20 14:37:00+00:00,6122.2,6113.6,6113.6,6126.2,6121.6,6113.6,stop,-8.599999999999454,8.599999999999454,-1.0,2017
2017-10-24,2017-10-24 15:00:00+00:00,2017-10-24 19:59:00+00:00,6088.0,6083.0,6059.5,6100.1,6083.7,6059.5,expiry,-5.0,28.5,-0.17543859649122806,2017
2017-10-27,2017-10-27 13:50:00+00:00,2017-10-27 14:02:00+00:00,6158.3,6164.400000000001,6131.4,6164.400000000001,6143.6,6131.4,target,6.100000000000364,26.900000000000546,0.2267657992565145,2017
2017-10-30,2017-10-30 13:50:00+00:00,2017-10-30 14:17:00+00:00,6237.1,6248.700000000001,6209.4,6248.700000000001,6232.6,6209.4,target,11.600000000000364,27.700000000000728,0.4187725631768974,2017
2017-11-06,2017-11-06 14:55:00+00:00,2017-11-06 20:59:00+00:00,6310.4,6316.2,6289.4,6320.799999999999,6310.2,6289.4,expiry,5.800000000000182,21.0,0.27619047619048487,2017
2017-11-07,2017-11-07 14:45:00+00:00,2017-11-07 15:05:00+00:00,6327.6,6311.6,6311.6,6334.6,6325.6,6311.6,stop,-16.0,16.0,-1.0,2017
2017-11-13,2017-11-13 14:50:00+00:00,2017-11-13 15:03:00+00:00,6302.2,6308.7,6285.7,6308.7,6298.7,6285.7,target,6.5,16.5,0.3939393939393939,2017
2017-11-15,2017-11-15 15:35:00+00:00,2017-11-15 20:59:00+00:00,6267.9,6260.5,6228.3,6286.75,6266.0,6228.3,expiry,-7.399999999999636,39.599999999999454,-0.18686868686868024,2017
2017-11-21,2017-11-21 14:50:00+00:00,2017-11-21 16:02:00+00:00,6366.5,6379.8,6337.7,6379.8,6364.3,6337.7,target,13.300000000000182,28.800000000000182,0.46180555555555897,2017
2017-11-22,2017-11-22 19:40:00+00:00,2017-11-22 20:59:00+00:00,6390.2,6386.2,6373.2,6398.549999999999,6389.9,6373.2,expiry,-4.0,17.0,-0.23529411764705882,2017
2017-11-24,2017-11-24 14:55:00+00:00,2017-11-24 15:45:00+00:00,6397.6,6401.35,6389.8,6401.35,6397.3,6389.8,target,3.75,7.800000000000182,0.48076923076921957,2017
2017-11-27,2017-11-27 14:45:00+00:00,2017-11-27 16:20:00+00:00,6417.2,6402.2,6402.2,6422.85,6413.5,6402.2,stop,-15.0,15.0,-1.0,2017
2017-12-01,2017-12-01 15:15:00+00:00,2017-12-01 16:13:00+00:00,6363.6,6322.6,6322.6,6379.35,6354.1,6322.6,stop,-41.0,41.0,-1.0,2017
2017-12-06,2017-12-06 15:00:00+00:00,2017-12-06 20:59:00+00:00,6284.4,6296.1,6238.1,6307.4,6284.1,6238.1,expiry,11.700000000000728,46.29999999999927,0.2526997840172983,2017
2017-12-11,2017-12-11 15:30:00+00:00,2017-12-11 17:06:00+00:00,6374.1,6384.75,6351.3,6384.75,6372.6,6351.3,target,10.649999999999636,22.800000000000182,0.46710526315787504,2017
2017-12-12,2017-12-12 16:00:00+00:00,2017-12-12 16:50:00+00:00,6398.1,6408.450000000001,6376.4,6408.450000000001,6397.1,6376.4,target,10.350000000000364,21.700000000000728,0.4769585253456229,2017
2017-12-15,2017-12-15 15:15:00+00:00,2017-12-15 16:04:00+00:00,6428.7,6435.599999999999,6410.1,6435.599999999999,6423.9,6410.1,target,6.899999999999636,18.599999999999454,0.3709677419354752,2017
2017-12-18,2017-12-18 15:05:00+00:00,2017-12-18 17:48:00+00:00,6518.1,6526.150000000001,6499.7,6526.150000000001,6515.8,6499.7,target,8.050000000000182,18.400000000000546,0.4374999999999969,2017
2017-12-22,2017-12-22 14:55:00+00:00,2017-12-22 20:59:00+00:00,6479.4,6483.1,6460.9,6487.5,6477.1,6460.9,expiry,3.7000000000007276,18.5,0.20000000000003934,2017
2017-12-27,2017-12-27 15:00:00+00:00,2017-12-27 16:43:00+00:00,6463.8,6448.3,6448.3,6470.700000000001,6462.1,6448.3,stop,-15.5,15.5,-1.0,2017
2018-01-02,2018-01-02 14:45:00+00:00,2018-01-02 15:20:00+00:00,6464.5,6482.65,6422.2,6482.65,6458.5,6422.2,target,18.149999999999636,42.30000000000018,0.42907801418438674,2018
2018-01-03,2018-01-03 14:50:00+00:00,2018-01-03 15:02:00+00:00,6550.8,6562.55,6522.3,6562.55,6545.8,6522.3,target,11.75,28.5,0.41228070175438597,2018
2018-01-05,2018-01-05 15:15:00+00:00,2018-01-05 15:56:00+00:00,6627.3,6635.950000000001,6609.8,6635.950000000001,6627.1,6609.8,target,8.650000000000546,17.5,0.49428571428574547,2018
2018-01-08,2018-01-08 15:15:00+00:00,2018-01-08 15:29:00+00:00,6669.2,6675.45,6655.7,6675.45,6668.2,6655.7,target,6.25,13.5,0.46296296296296297,2018
2018-01-12,2018-01-12 15:00:00+00:00,2018-01-12 15:30:00+00:00,6726.6,6738.700000000001,6700.6,6738.700000000001,6724.8,6700.6,target,12.100000000000364,26.0,0.4653846153846294,2018
2018-01-15,2018-01-15 15:10:00+00:00,2018-01-15 17:14:00+00:00,6780.6,6773.6,6773.6,6783.25,6778.9,6773.6,stop,-7.0,7.0,-1.0,2018
2018-01-16,2018-01-16 14:45:00+00:00,2018-01-16 15:37:00+00:00,6838.7,6807.9,6807.9,6853.85,6838.2,6807.9,stop,-30.800000000000182,30.800000000000182,-1.0,2018
2018-01-17,2018-01-17 16:10:00+00:00,2018-01-17 17:54:00+00:00,6786.2,6798.85,6756.2,6798.85,6781.5,6756.2,target,12.650000000000546,30.0,0.42166666666668484,2018
2018-01-22,2018-01-22 14:45:00+00:00,2018-01-22 15:09:00+00:00,6851.7,6858.599999999999,6834.6,6858.599999999999,6848.4,6834.6,target,6.899999999999636,17.099999999999454,0.40350877192981616,2018
2018-01-23,2018-01-23 14:45:00+00:00,2018-01-23 15:28:00+00:00,6958.2,6967.95,6936.2,6967.95,6955.7,6936.2,target,9.75,22.0,0.4431818181818182,2018
2018-01-26,2018-01-26 15:00:00+00:00,2018-01-26 15:37:00+00:00,6969.9,6978.099999999999,6953.0,6978.099999999999,6969.4,6953.0,target,8.199999999999818,16.899999999999636,0.4852071005917157,2018
2018-01-30,2018-01-30 15:55:00+00:00,2018-01-30 20:59:00+00:00,6959.2,6945.9,6918.0,6977.549999999999,6954.7,6918.0,expiry,-13.300000000000182,41.19999999999982,-0.3228155339805884,2018
2018-02-05,2018-02-05 14:50:00+00:00,2018-02-05 15:04:00+00:00,6734.9,6756.9,6688.6,6756.9,6732.6,6688.6,target,22.0,46.29999999999927,0.4751619870410442,2018
2018-02-07,2018-02-07 15:05:00+00:00,2018-02-07 16:05:00+00:00,6686.3,6708.6,6636.3,6708.6,6673.3,6628.7,target,22.300000000000182,50.0,0.4460000000000036,2018
2018-02-13,2018-02-13 15:10:00+00:00,2018-02-13 15:24:00+00:00,6520.7,6539.7,6480.5,6539.7,6518.5,6480.5,target,19.0,40.19999999999982,0.47263681592040013,2018
2018-02-14,2018-02-14 14:50:00+00:00,2018-02-14 15:10:00+00:00,6564.2,6586.5,6514.7,6586.5,6559.3,6514.7,target,22.300000000000182,49.5,0.4505050505050542,2018
2018-02-16,2018-02-16 14:45:00+00:00,2018-02-16 15:36:00+00:00,6816.7,6832.85,6783.7,6832.85,6816.0,6783.7,target,16.150000000000546,33.0,0.4893939393939559,2018
2018-02-20,2018-02-20 14:45:00+00:00,2018-02-20 16:06:00+00:00,6795.7,6816.4,6747.0,6816.4,6788.4,6747.0,target,20.699999999999818,48.69999999999982,0.4250513347022566,2018
2018-02-21,2018-02-21 15:15:00+00:00,2018-02-21 16:26:00+00:00,6837.7,6849.45,6808.7,6849.45,6832.2,6808.7,target,11.75,29.0,0.4051724137931034,2018
2018-02-26,2018-02-26 17:25:00+00:00,2018-02-26 19:14:00+00:00,6968.7,6986.2,6933.0,6986.2,6968.0,6933.0,target,17.5,35.69999999999982,0.490196078431375,2018
2018-02-28,2018-02-28 14:55:00+00:00,2018-02-28 15:53:00+00:00,6960.7,6931.0,6931.0,6971.95,6953.5,6931.0,stop,-29.699999999999818,29.699999999999818,-1.0,2018
2018-03-06,2018-03-06 14:55:00+00:00,2018-03-06 15:54:00+00:00,6932.7,6906.2,6906.2,6944.049999999999,6928.9,6906.2,stop,-26.5,26.5,-1.0,2018
2018-03-07,2018-03-07 15:30:00+00:00,2018-03-07 17:04:00+00:00,6908.7,6860.7,6860.7,6929.799999999999,6902.9,6860.7,stop,-48.0,48.0,-1.0,2018
2018-03-09,2018-03-09 15:00:00+00:00,2018-03-09 15:11:00+00:00,7029.0,7036.9,7012.7,7036.9,7028.5,7012.7,target,7.899999999999636,16.300000000000182,0.48466257668708884,2018
2018-03-12,2018-03-12 14:00:00+00:00,2018-03-12 15:24:00+00:00,7150.6,7121.9,7121.9,7163.1,7146.9,7121.9,stop,-28.700000000000728,28.700000000000728,-1.0,2018
2018-03-21,2018-03-21 13:50:00+00:00,2018-03-21 14:02:00+00:00,6880.1,6887.75,6861.8,6887.75,6877.1,6861.8,target,7.649999999999636,18.300000000000182,0.4180327868852219,2018
2018-04-09,2018-04-09 13:45:00+00:00,2018-04-09 13:52:00+00:00,6509.1,6522.1,6474.4,6522.1,6500.4,6474.4,target,13.0,34.70000000000073,0.3746397694524417,2018
2018-04-11,2018-04-11 13:55:00+00:00,2018-04-11 14:02:00+00:00,6600.4,6610.25,6580.3,6610.25,6600.0,6580.3,target,9.850000000000364,20.099999999999454,0.4900497512438125,2018
2018-04-17,2018-04-17 13:45:00+00:00,2018-04-17 14:15:00+00:00,6760.4,6770.9,6737.1,6770.9,6758.1,6737.1,target,10.5,23.299999999999272,0.4506437768240484,2018
2018-04-30,2018-04-30 13:50:00+00:00,2018-04-30 14:04:00+00:00,6702.5,6716.0,6671.3,6716.0,6698.3,6671.3,target,13.5,31.199999999999818,0.4326923076923102,2018
2018-05-01,2018-05-01 13:55:00+00:00,2018-05-01 14:21:00+00:00,6614.8,6628.700000000001,6578.5,6628.700000000001,6606.3,6578.5,target,13.900000000000546,36.30000000000018,0.3829201101928506,2018
2018-05-02,2018-05-02 14:10:00+00:00,2018-05-02 15:44:00+00:00,6702.3,6663.8,6663.8,6720.65,6700.5,6663.8,stop,-38.5,38.5,-1.0,2018
2018-05-04,2018-05-04 13:45:00+00:00,2018-05-04 14:09:00+00:00,6652.4,6674.0,6608.9,6674.0,6652.1,6608.9,target,21.600000000000364,43.5,0.4965517241379394,2018
2018-05-07,2018-05-07 14:30:00+00:00,2018-05-07 19:59:00+00:00,6839.2,6825.5,6796.7,6860.2,6838.7,6796.7,expiry,-13.699999999999818,42.5,-0.3223529411764663,2018
2018-05-14,2018-05-14 14:15:00+00:00,2018-05-14 14:42:00+00:00,6996.8,7009.3,6970.8,7009.3,6995.8,6970.8,target,12.5,26.0,0.4807692307692308,2018
2018-05-16,2018-05-16 13:45:00+00:00,2018-05-16 13:50:00+00:00,6906.4,6913.6,6891.2,6913.6,6905.6,6891.2,target,7.200000000000728,15.199999999999818,0.47368421052636933,2018
2018-05-23,2018-05-23 14:05:00+00:00,2018-05-23 15:48:00+00:00,6883.6,6897.25,6844.3,6897.25,6871.6,6844.3,target,13.649999999999636,39.30000000000018,0.3473282442747983,2018
2018-05-25,2018-05-25 13:55:00+00:00,2018-05-25 14:16:00+00:00,6966.5,6978.6,6939.3,6978.6,6963.5,6939.3,target,12.100000000000364,27.199999999999818,0.44485294117648694,2018
2018-05-28,2018-05-28 13:45:00+00:00,2018-05-28 14:20:00+00:00,6977.5,6981.4,6969.5,6981.4,6977.3,6969.5,target,3.899999999999636,8.0,0.4874999999999545,2018
2018-05-29,2018-05-29 13:45:00+00:00,2018-05-29 13:59:00+00:00,6944.4,6959.25,6913.4,6959.25,6943.1,6913.4,target,14.850000000000364,31.0,0.47903225806452787,2018
2018-06-01,2018-06-01 14:00:00+00:00,2018-06-01 14:21:00+00:00,7035.9,7048.299999999999,7008.1,7048.299999999999,7032.9,7008.1,target,12.399999999999636,27.799999999999272,0.4460431654676245,2018
2018-06-04,2018-06-04 15:25:00+00:00,2018-06-04 16:21:00+00:00,7126.2,7139.2,7099.7,7139.2,7125.7,7099.7,target,13.0,26.5,0.49056603773584906,2018
2018-06-05,2018-06-05 13:55:00+00:00,2018-06-05 14:04:00+00:00,7173.4,7180.65,7155.7,7180.65,7170.2,7155.7,target,7.25,17.699999999999818,0.4096045197740155,2018
2018-06-08,2018-06-08 13:50:00+00:00,2018-06-08 14:34:00+00:00,7133.5,7111.0,7111.0,7142.65,7129.3,7111.0,stop,-22.5,22.5,-1.0,2018
2018-06-11,2018-06-11 15:40:00+00:00,2018-06-11 16:23:00+00:00,7177.0,7188.6,7147.3,7188.6,7170.5,7147.3,target,11.600000000000364,29.699999999999818,0.3905723905724052,2018
2018-06-13,2018-06-13 14:00:00+00:00,2018-06-13 14:12:00+00:00,7233.0,7239.1,7217.8,7239.1,7230.0,7217.8,target,6.100000000000364,15.199999999999818,0.40131578947371294,2018
2018-06-15,2018-06-15 16:55:00+00:00,2018-06-15 19:59:00+00:00,7261.2,7257.2,7227.9,7277.6,7260.7,7227.9,expiry,-4.0,33.30000000000018,-0.12012012012011947,2018
2018-06-18,2018-06-18 13:45:00+00:00,2018-06-18 14:20:00+00:00,7213.1,7225.200000000001,7186.6,7225.200000000001,7210.8,7186.6,target,12.100000000000364,26.5,0.4566037735849194,2018
2018-06-20,2018-06-20 14:55:00+00:00,2018-06-20 15:58:00+00:00,7283.0,7293.35,7260.8,7293.35,7281.5,7260.8,target,10.350000000000364,22.199999999999818,0.46621621621623643,2018
2018-06-26,2018-06-26 13:45:00+00:00,2018-06-26 14:47:00+00:00,7088.8,7041.4,7041.4,7111.5,7086.8,7041.4,stop,-47.400000000000546,47.400000000000546,-1.0,2018
2018-06-27,2018-06-27 13:45:00+00:00,2018-06-27 14:38:00+00:00,7114.2,7124.95,7087.4,7124.95,7108.9,7087.4,target,10.75,26.800000000000182,0.4011194029850719,2018
2018-06-29,2018-06-29 14:50:00+00:00,2018-06-29 16:55:00+00:00,7096.0,7065.7,7065.7,7110.4,7094.5,7065.7,stop,-30.300000000000182,30.300000000000182,-1.0,2018
2018-07-02,2018-07-02 13:45:00+00:00,2018-07-02 14:25:00+00:00,7011.7,7029.049999999999,6969.7,7029.049999999999,7004.4,6969.7,target,17.349999999999454,42.0,0.4130952380952251,2018
2018-07-06,2018-07-06 13:55:00+00:00,2018-07-06 15:01:00+00:00,7144.0,7161.35,7106.0,7161.35,7140.7,7106.0,target,17.350000000000364,38.0,0.45657894736843063,2018
2018-07-11,2018-07-11 14:00:00+00:00,2018-07-11 19:59:00+00:00,7262.3,7240.5,7221.4,7279.85,7256.5,7221.4,expiry,-21.800000000000182,40.900000000000546,-0.5330073349633225,2018
2018-07-17,2018-07-17 13:50:00+00:00,2018-07-17 14:31:00+00:00,7322.4,7341.65,7281.7,7341.65,7320.2,7281.7,target,19.25,40.69999999999982,0.4729729729729751,2018
2018-07-20,2018-07-20 14:30:00+00:00,2018-07-20 14:44:00+00:00,7382.4,7391.4,7361.7,7391.4,7379.7,7361.7,target,9.0,20.699999999999818,0.434782608695656,2018
2018-07-23,2018-07-23 14:40:00+00:00,2018-07-23 16:21:00+00:00,7340.6,7360.35,7299.4,7360.35,7338.9,7299.4,target,19.75,41.20000000000073,0.47936893203882647,2018
2018-07-25,2018-07-25 13:45:00+00:00,2018-07-25 15:39:00+00:00,7425.3,7436.200000000001,7402.3,7436.200000000001,7424.1,7402.3,target,10.900000000000546,23.0,0.4739130434782846,2018
2018-08-01,2018-08-01 13:55:00+00:00,2018-08-01 14:22:00+00:00,7275.1,7290.4,7242.8,7290.4,7273.4,7242.8,target,15.299999999999272,32.30000000000018,0.4736842105262906,2018
2018-08-03,2018-08-03 14:25:00+00:00,2018-08-03 19:59:00+00:00,7390.5,7392.3,7358.3,7406.25,7389.8,7358.3,expiry,1.800000000000182,32.19999999999982,0.055900621118018384,2018
2018-08-06,2018-08-06 13:50:00+00:00,2018-08-06 14:13:00+00:00,7399.3,7407.55,7377.8,7407.55,7394.3,7377.8,target,8.25,21.5,0.38372093023255816,2018
2018-08-08,2018-08-08 13:45:00+00:00,2018-08-08 14:54:00+00:00,7460.3,7473.200000000001,7433.0,7473.200000000001,7458.8,7433.0,target,12.900000000000546,27.300000000000182,0.4725274725274894,2018
2018-08-13,2018-08-13 13:50:00+00:00,2018-08-13 14:10:00+00:00,7444.7,7455.7,7417.0,7455.7,7439.0,7417.0,target,11.0,27.699999999999818,0.3971119133574033,2018
2018-08-21,2018-08-21 13:50:00+00:00,2018-08-21 15:54:00+00:00,7417.8,7426.05,7388.4,7426.05,7404.9,7388.4,target,8.25,29.400000000000546,0.280612244897954,2018
2018-08-22,2018-08-22 14:45:00+00:00,2018-08-22 15:42:00+00:00,7416.6,7430.450000000001,7378.5,7430.450000000001,7406.2,7378.5,target,13.850000000000364,38.100000000000364,0.3635170603674601,2018
2018-08-24,2018-08-24 14:00:00+00:00,2018-08-24 14:34:00+00:00,7459.6,7468.05,7436.8,7468.05,7453.7,7436.8,target,8.449999999999818,22.800000000000182,0.37061403508770835,2018
2018-08-27,2018-08-27 13:55:00+00:00,2018-08-27 14:13:00+00:00,7532.8,7543.950000000001,7509.5,7543.950000000001,7531.8,7509.5,target,11.150000000000546,23.300000000000182,0.4785407725322085,2018
2018-08-29,2018-08-29 14:10:00+00:00,2018-08-29 14:38:00+00:00,7606.9,7618.95,7581.5,7618.95,7605.6,7581.5,target,12.050000000000182,25.399999999999636,0.4744094488189116,2018
2018-08-31,2018-08-31 13:45:00+00:00,2018-08-31 14:15:00+00:00,7660.9,7674.15,7633.4,7674.15,7659.9,7633.4,target,13.25,27.5,0.4818181818181818,2018
2018-09-03,2018-09-03 13:50:00+00:00,2018-09-03 13:58:00+00:00,7667.3,7669.3,7662.3,7669.3,7666.3,7662.3,target,2.0,5.0,0.4,2018
2018-09-07,2018-09-07 13:45:00+00:00,2018-09-07 13:53:00+00:00,7435.4,7454.4,7397.2,7454.4,7435.2,7397.2,target,19.0,38.19999999999982,0.49738219895288194,2018
2018-09-11,2018-09-11 13:45:00+00:00,2018-09-11 14:08:00+00:00,7450.8,7471.35,7401.2,7471.35,7442.3,7401.2,target,20.550000000000182,49.600000000000364,0.41431451612903286,2018
2018-09-18,2018-09-18 13:45:00+00:00,2018-09-18 15:15:00+00:00,7494.5,7520.65,7444.5,7520.65,7491.5,7439.2,target,26.149999999999636,50.0,0.5229999999999927,2018
2018-09-24,2018-09-24 13:50:00+00:00,2018-09-24 14:06:00+00:00,7493.8,7514.05,7449.1,7514.05,7489.6,7449.1,target,20.25,44.69999999999982,0.45302013422818976,2018
2018-09-26,2018-09-26 14:00:00+00:00,2018-09-26 15:05:00+00:00,7594.8,7607.200000000001,7568.5,7607.200000000001,7593.3,7568.5,target,12.400000000000546,26.300000000000182,0.47148288973385777,2018
2018-10-01,2018-10-01 13:50:00+00:00,2018-10-01 16:41:00+00:00,7701.0,7669.0,7669.0,7716.25,7699.5,7669.0,stop,-32.0,32.0,-1.0,2018
