entry_time,exit_time,direction,killzone,entry_type,entry,stop,target,exit,outcome,r,setup_sweep_time,setup_mss_time,sweep_level,fvg_top,fvg_bottom,fvg_time,setup_mss_tf
2024-10-03 10:15:00-04:00,2024-10-03 12:15:00-04:00,short,am,fvg,19840.1,19935.989285714288,19648.32142857142,19845.2,expired,-0.0740437260233357,2024-10-03 08:45:00-04:00,2024-10-03 08:59:00-04:00,19792.9,19891.0,19840.1,2024-10-03 10:14:00-04:00,1m
2024-10-04 08:00:00-04:00,2024-10-04 08:07:00-04:00,short,am,fvg,19879.2,19885.64285714286,19866.314285714285,19866.314285714285,win,1.689578713968998,2024-10-04 06:45:00-04:00,2024-10-04 06:50:00-04:00,19885.7,19883.4,19879.2,2024-10-04 07:44:00-04:00,1m
2024-10-04 09:52:00-04:00,2024-10-04 09:56:00-04:00,short,am,fvg,20011.7,20041.77142857143,19951.557142857146,19951.557142857146,win,1.9334916864608054,2024-10-04 09:30:00-04:00,2024-10-04 09:35:00-04:00,20070.7,20016.6,20011.7,2024-10-04 09:51:00-04:00,1m
2024-10-10 10:12:00-04:00,2024-10-10 12:12:00-04:00,long,am,fvg,20232.9,20177.27142857143,20344.157142857148,20327.1,expired,1.657421674370722,2024-10-10 10:00:00-04:00,2024-10-10 10:06:00-04:00,20153.5,20232.9,20218.1,2024-10-10 10:11:00-04:00,1m
2024-10-16 10:53:00-04:00,2024-10-16 12:53:00-04:00,long,am,fvg,20133.4,20086.614285714284,20226.971428571436,20157.6,expired,0.47450381679379927,2024-10-16 10:15:00-04:00,2024-10-16 10:23:00-04:00,20063.7,20136.6,20130.8,2024-10-16 10:51:00-04:00,1m
2024-10-21 08:11:00-04:00,2024-10-21 08:22:00-04:00,long,am,fvg,20230.7,20221.046428571426,20250.00714285715,20250.00714285715,win,1.792822789493225,2024-10-21 07:45:00-04:00,2024-10-21 08:07:00-04:00,20209.6,20230.7,20228.1,2024-10-21 08:10:00-04:00,1m
2024-10-22 09:44:00-04:00,2024-10-22 10:08:00-04:00,long,am,fvg,20308.8,20271.89642857143,20382.60714285714,20382.60714285714,win,1.9458047033775276,2024-10-22 09:00:00-04:00,2024-10-22 09:23:00-04:00,20231.4,20315.2,20297.8,2024-10-22 09:43:00-04:00,1m
2024-10-23 08:00:00-04:00,2024-10-23 08:16:00-04:00,long,am,fvg,20331.7,20325.803571428572,20343.492857142857,20343.492857142857,win,1.6608116293155484,2024-10-23 06:15:00-04:00,2024-10-23 07:09:00-04:00,20341.4,20343.4,20339.2,2024-10-23 07:48:00-04:00,1m
2024-10-24 10:18:00-04:00,2024-10-24 10:27:00-04:00,long,am,fvg,20212.9,20185.178571428572,20268.34285714286,20185.178571428572,loss,-1.0721463540324647,2024-10-24 10:00:00-04:00,2024-10-24 10:03:00-04:00,20183.2,20213.8,20207.1,2024-10-24 10:11:00-04:00,1m
2024-10-28 10:02:00-04:00,2024-10-28 12:01:00-04:00,long,am,fvg,20446.1,20403.42857142857,20531.442857142858,20403.42857142857,loss,-1.0468697689989943,2024-10-28 08:15:00-04:00,2024-10-28 08:38:00-04:00,20488.4,20446.1,20442.8,2024-10-28 10:01:00-04:00,1m
2024-10-29 09:10:00-04:00,2024-10-29 09:31:00-04:00,long,am,fvg,20384.2,20367.535714285714,20417.528571428575,20367.535714285714,loss,-1.1200171453064633,2024-10-29 08:15:00-04:00,2024-10-29 08:54:00-04:00,20366.7,20388.2,20386.8,2024-10-29 09:09:00-04:00,1m
2024-10-30 10:29:00-04:00,2024-10-30 10:48:00-04:00,long,am,fvg,20576.2,20553.27142857143,20622.057142857146,20553.27142857143,loss,-1.087227414330214,2024-10-30 09:00:00-04:00,2024-10-30 10:20:00-04:00,20574.0,20576.2,20570.6,2024-10-30 10:28:00-04:00,1m
2024-11-05 08:14:00-05:00,2024-11-05 08:30:00-05:00,short,am,fvg,20041.4,20061.210714285713,20001.77857142858,20061.210714285713,loss,-1.1009554714260097,2024-11-05 07:00:00-05:00,2024-11-05 07:21:00-05:00,20070.3,20044.3,20041.4,2024-11-05 08:13:00-05:00,1m
2024-11-05 11:12:00-05:00,2024-11-05 11:22:00-05:00,short,am,fvg,20191.6,20208.09285714286,20158.614285714277,20208.09285714286,loss,-1.121264616717166,2024-11-05 10:30:00-05:00,2024-11-05 10:56:00-05:00,20213.8,20194.2,20191.6,2024-11-05 11:11:00-05:00,1m
2024-11-11 08:00:00-05:00,2024-11-11 08:02:00-05:00,long,am,fvg,21241.9,21235.714285714286,21254.271428571432,21254.271428571432,win,1.6766743648961229,2024-11-11 06:15:00-05:00,2024-11-11 06:31:00-05:00,21185.5,21242.8,21242.1,2024-11-11 07:47:00-05:00,1m
2024-11-11 11:05:00-05:00,2024-11-11 11:42:00-05:00,long,am,fvg,21128.7,21108.27857142857,21169.54285714286,21108.27857142857,loss,-1.0979363413780987,2024-11-11 10:15:00-05:00,2024-11-11 10:36:00-05:00,21077.3,21128.7,21123.0,2024-11-11 10:53:00-05:00,1m
2024-11-13 08:00:00-05:00,2024-11-13 08:03:00-05:00,long,am,fvg,21048.9,21043.31428571429,21060.071428571428,21043.31428571429,loss,-1.3580562659847346,2024-11-13 07:15:00-05:00,2024-11-13 07:21:00-05:00,21034.5,21048.9,21045.5,2024-11-13 07:52:00-05:00,1m
2024-11-14 09:36:00-05:00,2024-11-14 09:41:00-05:00,long,am,fvg,21077.8,21033.217857142856,21166.964285714286,21033.217857142856,loss,-1.0448610109749252,2024-11-14 08:45:00-05:00,2024-11-14 09:31:00-05:00,21070.8,21077.8,21073.3,2024-11-14 09:35:00-05:00,1m
2024-11-14 11:02:00-05:00,2024-11-14 12:15:00-05:00,long,am,fvg,21023.1,20998.65,21071.999999999993,20998.65,loss,-1.0817995910020548,2024-11-14 10:30:00-05:00,2024-11-14 10:44:00-05:00,20986.1,21023.1,21018.4,2024-11-14 11:01:00-05:00,1m
2024-11-21 08:10:00-05:00,2024-11-21 08:13:00-05:00,short,am,fvg,20705.8,20715.746428571427,20685.907142857144,20715.746428571427,loss,-1.201077199281888,2024-11-21 07:45:00-05:00,2024-11-21 07:54:00-05:00,20741.2,20704.8,20702.8,2024-11-21 08:09:00-05:00,1m
2024-11-22 10:30:00-05:00,2024-11-22 10:39:00-05:00,short,am,fvg,20695.8,20740.760714285712,20605.878571428573,20740.760714285712,loss,-1.0444832790531429,2024-11-22 10:00:00-05:00,2024-11-22 10:10:00-05:00,20792.9,20698.4,20685.7,2024-11-22 10:29:00-05:00,1m
2024-11-25 11:49:00-05:00,2024-11-25 12:02:00-05:00,long,am,fvg,20843.9,20829.196428571428,20873.30714285715,20829.196428571428,loss,-1.1360213747874435,2024-11-25 10:00:00-05:00,2024-11-25 11:23:00-05:00,20887.5,20847.2,20843.2,2024-11-25 11:47:00-05:00,1m
2024-11-29 10:01:00-05:00,2024-11-29 12:01:00-05:00,long,am,fvg,20868.2,20799.742857142857,21005.114285714288,20932.8,expired,0.9144407345575664,2024-11-29 09:45:00-05:00,2024-11-29 09:47:00-05:00,20765.3,20868.2,20861.8,2024-11-29 10:00:00-05:00,1m
2024-12-03 10:03:00-05:00,2024-12-03 10:20:00-05:00,long,am,fvg,21170.0,21144.532142857144,21220.93571428571,21144.532142857144,loss,-1.0785303603982652,2024-12-03 09:45:00-05:00,2024-12-03 09:46:00-05:00,21108.0,21171.5,21167.0,2024-12-03 10:01:00-05:00,1m
2024-12-05 11:52:00-05:00,2024-12-05 12:09:00-05:00,long,am,fvg,21490.0,21482.235714285714,21505.52857142857,21505.52857142857,win,1.7424103035878495,2024-12-05 11:00:00-05:00,2024-12-05 11:17:00-05:00,21464.9,21491.2,21488.8,2024-12-05 11:51:00-05:00,1m
2024-12-09 08:01:00-05:00,2024-12-09 09:30:00-05:00,long,am,fvg,21592.2,21582.335714285713,21611.928571428576,21582.335714285713,loss,-1.2027516292541232,2024-12-09 06:15:00-05:00,2024-12-09 07:35:00-05:00,21588.0,21592.4,21590.3,2024-12-09 07:53:00-05:00,1m
2024-12-09 10:32:00-05:00,2024-12-09 10:37:00-05:00,long,am,fvg,21538.2,21513.45357142857,21587.69285714286,21513.45357142857,loss,-1.0808197431086675,2024-12-09 09:45:00-05:00,2024-12-09 09:50:00-05:00,21563.7,21538.2,21533.8,2024-12-09 10:31:00-05:00,1m
2024-12-12 08:40:00-05:00,2024-12-12 10:10:00-05:00,long,am,fvg,21649.6,21625.053571428572,21698.69285714285,21625.053571428572,loss,-1.0814782482176717,2024-12-12 08:15:00-05:00,2024-12-12 08:23:00-05:00,21676.3,21651.8,21648.3,2024-12-12 08:39:00-05:00,1m
2024-12-12 10:39:00-05:00,2024-12-12 11:46:00-05:00,long,am,fvg,21698.1,21665.707142857143,21762.88571428571,21665.707142857143,loss,-1.061742006615219,2024-12-12 10:15:00-05:00,2024-12-12 10:24:00-05:00,21631.4,21698.1,21692.5,2024-12-12 10:38:00-05:00,1m
2024-12-17 09:46:00-05:00,2024-12-17 10:01:00-05:00,long,am,fvg,22121.8,22047.860714285714,22269.67857142857,22047.860714285714,loss,-1.0270492199198187,2024-12-17 08:45:00-05:00,2024-12-17 09:04:00-05:00,22105.6,22127.0,22115.3,2024-12-17 09:45:00-05:00,1m
2024-12-17 11:11:00-05:00,2024-12-17 13:11:00-05:00,long,am,fvg,22122.6,22055.439285714285,22256.921428571426,22123.1,expired,-0.022334485509173264,2024-12-17 09:45:00-05:00,2024-12-17 10:51:00-05:00,22105.3,22122.6,22114.7,2024-12-17 11:10:00-05:00,1m
2024-12-18 10:12:00-05:00,2024-12-18 10:48:00-05:00,long,am,fvg,22081.9,22058.449999999997,22128.80000000001,22128.80000000001,win,1.9147121535181395,2024-12-18 09:45:00-05:00,2024-12-18 10:06:00-05:00,22052.4,22081.9,22076.3,2024-12-18 10:11:00-05:00,1m
2024-12-20 10:11:00-05:00,2024-12-20 10:15:00-05:00,short,am,fvg,21085.5,21142.953571428574,20970.592857142852,21142.953571428574,loss,-1.0348107167277911,2024-12-20 09:30:00-05:00,2024-12-20 09:51:00-05:00,21025.8,21077.4,21064.4,2024-12-20 10:10:00-05:00,1m
2024-12-27 09:49:00-05:00,2024-12-27 10:00:00-05:00,long,am,fvg,21533.5,21468.85,21662.800000000003,21468.85,loss,-1.0309358081979885,2024-12-27 08:45:00-05:00,2024-12-27 08:55:00-05:00,21703.1,21533.5,21524.4,2024-12-27 09:48:00-05:00,1m
2024-12-27 11:41:00-05:00,2024-12-27 11:52:00-05:00,long,am,fvg,21420.6,21336.53214285714,21588.735714285714,21336.53214285714,loss,-1.0237903054505286,2024-12-27 10:45:00-05:00,2024-12-27 10:52:00-05:00,21318.3,21425.9,21419.3,2024-12-27 11:30:00-05:00,1m
2024-12-31 08:50:00-05:00,2024-12-31 09:37:00-05:00,short,am,fvg,21288.0,21317.785714285714,21228.428571428572,21228.428571428572,win,1.9328537170263778,2024-12-31 07:15:00-05:00,2024-12-31 07:48:00-05:00,21334.2,21293.4,21288.0,2024-12-31 08:49:00-05:00,1m
2025-01-03 11:16:00-05:00,2025-01-03 11:27:00-05:00,short,am,fvg,21194.3,21242.810714285715,21097.278571428567,21242.810714285715,loss,-1.0412280055952279,2025-01-03 10:15:00-05:00,2025-01-03 10:21:00-05:00,21255.3,21201.8,21193.3,2025-01-03 11:07:00-05:00,1m
2025-01-06 09:11:00-05:00,2025-01-06 09:15:00-05:00,short,am,fvg,21573.3,21586.632142857143,21546.635714285712,21546.635714285712,win,1.8499866059469665,2025-01-06 08:00:00-05:00,2025-01-06 08:42:00-05:00,21572.3,21576.5,21573.3,2025-01-06 09:04:00-05:00,1m
2025-01-06 11:57:00-05:00,2025-01-06 12:15:00-05:00,short,am,fvg,21686.3,21698.660714285714,21661.57857142857,21661.57857142857,win,1.8381970528748943,2025-01-06 11:15:00-05:00,2025-01-06 11:48:00-05:00,21719.0,21689.6,21686.3,2025-01-06 11:56:00-05:00,1m
2025-01-07 11:41:00-05:00,2025-01-07 11:51:00-05:00,long,am,fvg,21348.5,21293.975,21457.550000000003,21293.975,loss,-1.03668042182485,2025-01-07 11:00:00-05:00,2025-01-07 11:29:00-05:00,21252.1,21365.0,21349.1,2025-01-07 11:40:00-05:00,1m
2025-01-10 08:00:00-05:00,2025-01-10 08:11:00-05:00,short,am,fvg,21156.5,21163.585714285713,21142.328571428574,21142.328571428574,win,1.7177419354838213,2025-01-10 06:00:00-05:00,2025-01-10 06:53:00-05:00,21156.0,21150.9,21148.7,2025-01-10 07:44:00-05:00,1m
2025-01-14 10:01:00-05:00,2025-01-14 10:06:00-05:00,short,am,fvg,20847.8,20897.664285714287,20748.071428571424,20897.664285714287,loss,-1.0401088669245078,2025-01-14 09:45:00-05:00,2025-01-14 09:54:00-05:00,20983.0,20859.9,20847.8,2025-01-14 09:58:00-05:00,1m
2025-01-15 08:00:00-05:00,2025-01-15 08:30:00-05:00,short,am,fvg,20855.4,20871.282142857144,20823.635714285716,20871.282142857144,loss,-1.1259275916348108,2025-01-15 07:15:00-05:00,2025-01-15 07:24:00-05:00,20871.4,20851.7,20848.2,2025-01-15 07:56:00-05:00,1m
2025-01-15 09:39:00-05:00,2025-01-15 09:43:00-05:00,short,am,fvg,21109.0,21153.62857142857,21019.74285714286,21153.62857142857,loss,-1.0448143405889903,2025-01-15 09:00:00-05:00,2025-01-15 09:22:00-05:00,21169.5,21089.5,21084.7,2025-01-15 09:38:00-05:00,1m
2025-01-15 11:10:00-05:00,2025-01-15 13:10:00-05:00,short,am,fvg,21191.4,21236.046428571426,21102.107142857152,21203.2,expired,-0.30909527237822076,2025-01-15 10:00:00-05:00,2025-01-15 10:59:00-05:00,21185.7,21195.1,21191.4,2025-01-15 11:09:00-05:00,1m
2025-01-20 08:55:00-05:00,2025-01-20 09:32:00-05:00,long,am,fvg,21537.9,21506.214285714283,21601.27142857144,21601.27142857144,win,1.9368800721370696,2025-01-20 08:15:00-05:00,2025-01-20 08:32:00-05:00,21438.0,21538.8,21534.9,2025-01-20 08:54:00-05:00,1m
2025-01-23 11:16:00-05:00,2025-01-23 13:16:00-05:00,long,am,fvg,21803.0,21764.589285714283,21879.821428571435,21830.7,expired,0.6690841469083794,2025-01-23 09:45:00-05:00,2025-01-23 10:34:00-05:00,21745.4,21807.5,21800.5,2025-01-23 11:14:00-05:00,1m
2025-01-31 09:49:00-05:00,2025-01-31 10:02:00-05:00,long,am,fvg,21713.8,21671.582142857143,21798.23571428571,21798.23571428571,win,1.9526266813298352,2025-01-31 09:30:00-05:00,2025-01-31 09:32:00-05:00,21649.0,21717.6,21711.1,2025-01-31 09:48:00-05:00,1m
2025-02-03 10:04:00-05:00,2025-02-03 10:24:00-05:00,short,am,fvg,21069.6,21167.775,20873.249999999993,21167.775,loss,-1.0203717850776668,2025-02-03 09:45:00-05:00,2025-02-03 10:02:00-05:00,21172.2,21071.4,21064.6,2025-02-03 10:03:00-05:00,1m
2025-02-04 08:51:00-05:00,2025-02-04 09:30:00-05:00,short,am,fvg,21340.1,21352.37857142857,21315.542857142857,21315.542857142857,win,1.8371146015125017,2025-02-04 07:15:00-05:00,2025-02-04 08:43:00-05:00,21328.9,21343.9,21338.9,2025-02-04 08:48:00-05:00,1m
2025-02-05 10:18:00-05:00,2025-02-05 10:29:00-05:00,short,am,fvg,21433.3,21476.657142857144,21346.58571428571,21476.657142857144,loss,-1.046128500823721,2025-02-05 10:00:00-05:00,2025-02-05 10:04:00-05:00,21493.4,21447.8,21433.3,2025-02-05 10:17:00-05:00,1m
2025-02-06 08:04:00-05:00,2025-02-06 08:43:00-05:00,long,am,fvg,21676.5,21657.60357142857,21714.292857142857,21657.60357142857,loss,-1.1058401058401075,2025-02-06 07:15:00-05:00,2025-02-06 07:24:00-05:00,21625.0,21678.1,21674.0,2025-02-06 08:03:00-05:00,1m
2025-02-07 10:20:00-05:00,2025-02-07 10:53:00-05:00,long,am,fvg,21635.6,21596.146428571432,21714.507142857132,21596.146428571432,loss,-1.0506924957001962,2025-02-07 08:45:00-05:00,2025-02-07 09:31:00-05:00,21743.1,21639.6,21627.5,2025-02-07 10:19:00-05:00,1m
2025-02-12 10:23:00-05:00,2025-02-12 12:23:00-05:00,long,am,fvg,21608.9,21490.26785714286,21846.164285714287,21708.0,expired,0.8184965529698532,2025-02-12 09:15:00-05:00,2025-02-12 09:35:00-05:00,21434.4,21608.9,21600.4,2025-02-12 10:22:00-05:00,1m
2025-02-14 08:00:00-05:00,2025-02-14 09:27:00-05:00,long,am,fvg,22004.9,21987.625,22039.450000000004,22039.450000000004,win,1.8842257597684613,2025-02-14 07:00:00-05:00,2025-02-14 07:13:00-05:00,21977.0,22004.9,22003.7,2025-02-14 07:59:00-05:00,1m
2025-02-19 09:30:00-05:00,2025-02-19 09:31:00-05:00,long,am,fvg,22131.4,22120.753571428573,22152.692857142858,22120.753571428573,loss,-1.1878564240187912,2025-02-19 08:30:00-05:00,2025-02-19 09:06:00-05:00,22133.0,22134.0,22132.2,2025-02-19 09:28:00-05:00,1m
2025-02-19 11:04:00-05:00,2025-02-19 13:04:00-05:00,long,am,fvg,22126.1,22079.617857142857,22219.06428571428,22171.3,expired,0.9293891663465701,2025-02-19 09:45:00-05:00,2025-02-19 10:47:00-05:00,22116.9,22129.0,22125.6,2025-02-19 11:03:00-05:00,1m
2025-02-25 09:27:00-05:00,2025-02-25 09:45:00-05:00,short,am,fvg,21325.0,21357.935714285715,21259.12857142857,21259.12857142857,win,1.9392756451962716,2025-02-25 08:45:00-05:00,2025-02-25 08:48:00-05:00,21399.5,21338.4,21325.0,2025-02-25 09:26:00-05:00,1m
2025-02-26 09:44:00-05:00,2025-02-26 09:52:00-05:00,short,am,fvg,21186.6,21241.77142857143,21076.25714285714,21241.77142857143,loss,-1.0362506473329873,2025-02-26 08:45:00-05:00,2025-02-26 08:51:00-05:00,21281.9,21193.6,21185.7,2025-02-26 09:43:00-05:00,1m
2025-02-27 08:06:00-05:00,2025-02-27 08:12:00-05:00,short,am,fvg,21311.9,21318.050000000003,21299.6,21318.050000000003,loss,-1.3252032520324435,2025-02-27 07:30:00-05:00,2025-02-27 07:53:00-05:00,21319.4,21308.7,21304.9,2025-02-27 08:05:00-05:00,1m
2025-02-28 11:31:00-05:00,2025-02-28 11:40:00-05:00,short,am,fvg,20609.1,20683.69642857143,20459.907142857133,20683.69642857143,loss,-1.0268109350313577,2025-02-28 10:45:00-05:00,2025-02-28 11:17:00-05:00,20715.1,20610.9,20601.5,2025-02-28 11:29:00-05:00,1m
2025-03-03 08:32:00-05:00,2025-03-03 09:04:00-05:00,short,am,fvg,21029.2,21048.72857142857,20990.14285714286,21048.72857142857,loss,-1.1024140453547937,2025-03-03 07:30:00-05:00,2025-03-03 08:11:00-05:00,21061.8,21034.9,21026.2,2025-03-03 08:31:00-05:00,1m
2025-03-03 09:51:00-05:00,2025-03-03 09:58:00-05:00,short,am,fvg,20922.8,20989.939285714285,20788.52142857143,20788.52142857143,win,1.9702111814458214,2025-03-03 09:45:00-05:00,2025-03-03 09:46:00-05:00,21064.3,20942.6,20922.8,2025-03-03 09:50:00-05:00,1m
2025-03-07 09:58:00-05:00,2025-03-07 10:31:00-05:00,short,am,fvg,20152.0,20227.839285714283,20000.321428571435,20000.321428571435,win,1.973628443607251,2025-03-07 08:45:00-05:00,2025-03-07 09:14:00-05:00,20197.3,20180.7,20152.0,2025-03-07 09:57:00-05:00,1m
2025-03-11 08:43:00-04:00,2025-03-11 08:54:00-04:00,short,am,fvg,19462.2,19481.257142857143,19424.085714285717,19424.085714285717,win,1.8950524737631138,2025-03-11 08:15:00-04:00,2025-03-11 08:16:00-04:00,19562.0,19466.0,19462.2,2025-03-11 08:42:00-04:00,1m
2025-03-11 10:29:00-04:00,2025-03-11 11:12:00-04:00,short,am,fvg,19317.8,19477.19642857143,18999.007142857135,19477.19642857143,loss,-1.0125473325715308,2025-03-11 10:00:00-04:00,2025-03-11 10:05:00-04:00,19563.4,19327.9,19317.8,2025-03-11 10:28:00-04:00,1m
2025-03-11 11:48:00-04:00,2025-03-11 12:07:00-04:00,short,am,fvg,19479.3,19539.628571428573,19358.64285714285,19358.64285714285,win,1.9668482121714435,2025-03-11 10:15:00-04:00,2025-03-11 10:28:00-04:00,19579.5,19494.7,19477.8,2025-03-11 11:46:00-04:00,1m
2025-03-12 08:23:00-04:00,2025-03-12 08:28:00-04:00,short,am,fvg,19582.1,19592.867857142857,19560.56428571428,19560.56428571428,win,1.814262023217274,2025-03-12 07:45:00-04:00,2025-03-12 08:01:00-04:00,19583.2,19581.4,19578.6,2025-03-12 08:21:00-04:00,1m
2025-03-13 08:00:00-04:00,2025-03-13 08:08:00-04:00,short,am,fvg,19521.0,19542.73214285714,19477.535714285717,19477.535714285717,win,1.9079704190632638,2025-03-13 06:30:00-04:00,2025-03-13 06:52:00-04:00,19609.0,19527.8,19521.0,2025-03-13 07:59:00-04:00,1m
2025-03-14 10:02:00-04:00,2025-03-14 11:00:00-04:00,short,am,fvg,19487.1,19609.567857142858,19242.16428571428,19609.567857142858,loss,-1.0163308156659179,2025-03-14 08:45:00-04:00,2025-03-14 09:15:00-04:00,19507.9,19525.5,19487.1,2025-03-14 10:00:00-04:00,1m
2025-03-17 08:09:00-04:00,2025-03-17 08:33:00-04:00,short,am,fvg,19673.1,19699.839285714283,19619.62142857143,19699.839285714283,loss,-1.0747963136102625,2025-03-17 07:30:00-04:00,2025-03-17 07:50:00-04:00,19703.0,19678.2,19673.1,2025-03-17 08:04:00-04:00,1m
2025-03-19 09:44:00-04:00,2025-03-19 09:47:00-04:00,short,am,fvg,19520.2,19588.32857142857,19383.94285714286,19588.32857142857,loss,-1.029356259173832,2025-03-19 09:30:00-04:00,2025-03-19 09:42:00-04:00,19583.6,19539.2,19519.3,2025-03-19 09:43:00-04:00,1m
2025-03-19 10:57:00-04:00,2025-03-19 11:07:00-04:00,short,am,fvg,19606.0,19635.57857142857,19546.84285714286,19635.57857142857,loss,-1.0676165177493386,2025-03-19 09:45:00-04:00,2025-03-19 09:46:00-04:00,19586.1,19614.6,19606.0,2025-03-19 10:53:00-04:00,1m
2025-03-24 08:48:00-04:00,2025-03-24 09:02:00-04:00,short,am,fvg,20075.0,20085.5,20054.0,20085.5,loss,-1.1904761904761905,2025-03-24 07:30:00-04:00,2025-03-24 08:18:00-04:00,20055.0,20078.0,20074.7,2025-03-24 08:47:00-04:00,1m
2025-03-26 11:34:00-04:00,2025-03-26 11:44:00-04:00,long,am,fvg,20093.0,20063.75357142857,20151.49285714286,20063.75357142857,loss,-1.0683844181218665,2025-03-26 10:15:00-04:00,2025-03-26 11:11:00-04:00,20118.7,20098.0,20088.5,2025-03-26 11:31:00-04:00,1m
2025-03-28 09:46:00-04:00,2025-03-28 10:00:00-04:00,long,am,fvg,19691.2,19641.850000000002,19789.899999999998,19641.850000000002,loss,-1.0405268490374886,2025-03-28 09:15:00-04:00,2025-03-28 09:16:00-04:00,19670.1,19691.2,19686.5,2025-03-28 09:36:00-04:00,1m
2025-04-07 08:48:00-04:00,2025-04-07 08:49:00-04:00,short,am,fvg,16923.2,17026.735714285714,16716.128571428573,17026.735714285714,loss,-1.0193170058640912,2025-04-07 07:00:00-04:00,2025-04-07 07:36:00-04:00,17133.0,16949.9,16907.6,2025-04-07 08:46:00-04:00,1m
2025-04-08 08:50:00-04:00,2025-04-08 08:58:00-04:00,short,am,fvg,17812.6,17858.010714285712,17721.77857142857,17858.010714285712,loss,-1.0440424695241846,2025-04-08 08:15:00-04:00,2025-04-08 08:44:00-04:00,17884.1,17833.3,17812.6,2025-04-08 08:49:00-04:00,1m
2025-04-08 11:15:00-04:00,2025-04-08 12:36:00-04:00,short,am,fvg,17927.5,18060.807142857142,17660.885714285716,17660.885714285716,win,1.984997052992552,2025-04-08 10:30:00-04:00,2025-04-08 10:44:00-04:00,18191.9,17947.9,17927.5,2025-04-08 11:13:00-04:00,1m
2025-04-09 11:30:00-04:00,2025-04-09 11:33:00-04:00,short,am,fvg,17298.4,17340.382142857143,17214.43571428572,17214.43571428572,win,1.952360697575498,2025-04-09 10:15:00-04:00,2025-04-09 10:52:00-04:00,17417.0,17293.7,17283.2,2025-04-09 11:29:00-04:00,1m
2025-04-14 11:34:00-04:00,2025-04-14 11:38:00-04:00,long,am,fvg,18848.7,18789.10357142857,18967.89285714286,18789.10357142857,loss,-1.0335590579493017,2025-04-14 10:00:00-04:00,2025-04-14 10:51:00-04:00,18869.7,18848.7,18829.7,2025-04-14 11:32:00-04:00,1m
2025-04-17 08:05:00-04:00,2025-04-17 09:03:00-04:00,long,am,fvg,18434.6,18368.56071428571,18566.678571428572,18368.56071428571,loss,-1.0302850035152231,2025-04-17 06:45:00-04:00,2025-04-17 08:01:00-04:00,18398.5,18434.6,18421.4,2025-04-17 08:04:00-04:00,1m
2025-04-17 11:20:00-04:00,2025-04-17 11:27:00-04:00,long,am,fvg,18283.7,18252.192857142854,18346.714285714294,18252.192857142854,loss,-1.0634776694626997,2025-04-17 10:45:00-04:00,2025-04-17 11:07:00-04:00,18196.9,18290.8,18280.5,2025-04-17 11:18:00-04:00,1m
2025-04-22 10:20:00-04:00,2025-04-22 10:39:00-04:00,short,am,fvg,18168.8,18206.87857142857,18092.64285714286,18206.87857142857,loss,-1.052522978803228,2025-04-22 09:15:00-04:00,2025-04-22 09:31:00-04:00,18033.6,18174.3,18168.8,2025-04-22 10:14:00-04:00,1m
2025-04-23 08:00:00-04:00,2025-04-23 08:10:00-04:00,short,am,fvg,18769.1,18785.992857142857,18735.31428571428,18785.992857142857,loss,-1.1183932346722936,2025-04-23 07:15:00-04:00,2025-04-23 07:28:00-04:00,18823.5,18772.2,18767.6,2025-04-23 07:59:00-04:00,1m
2025-04-25 09:41:00-04:00,2025-04-25 09:52:00-04:00,long,am,fvg,19222.6,19141.860714285714,19384.078571428567,19141.860714285714,loss,-1.0247710886008763,2025-04-25 09:15:00-04:00,2025-04-25 09:28:00-04:00,19115.8,19225.4,19205.7,2025-04-25 09:35:00-04:00,1m
2025-04-29 10:10:00-04:00,2025-04-29 12:10:00-04:00,long,am,fvg,19472.7,19361.01785714286,19696.064285714285,19504.3,expired,0.2650378945348615,2025-04-29 09:00:00-04:00,2025-04-29 09:47:00-04:00,19351.3,19472.7,19449.9,2025-04-29 10:06:00-04:00,1m
2025-05-05 08:00:00-04:00,2025-05-05 09:01:00-04:00,long,am,fvg,19895.2,19878.664285714283,19928.271428571436,19928.271428571436,win,1.8790496760259408,2025-05-05 04:45:00-04:00,2025-05-05 07:02:00-04:00,19931.0,19895.2,19891.7,2025-05-05 07:46:00-04:00,1m
2025-05-05 09:12:00-04:00,2025-05-05 09:35:00-04:00,long,am,fvg,19917.0,19897.77142857143,19955.457142857143,19955.457142857143,win,1.8959881129271934,2025-05-05 08:00:00-04:00,2025-05-05 09:02:00-04:00,19881.8,19921.2,19909.0,2025-05-05 09:11:00-04:00,1m
2025-05-06 09:59:00-04:00,2025-05-06 10:02:00-04:00,long,am,fvg,19671.5,19652.02142857143,19710.457142857143,19710.457142857143,win,1.897323065639899,2025-05-06 08:45:00-04:00,2025-05-06 09:40:00-04:00,19720.6,19680.1,19675.3,2025-05-06 09:57:00-04:00,1m
2025-05-07 09:18:00-04:00,2025-05-07 09:30:00-04:00,long,am,fvg,19815.0,19791.024999999998,19862.950000000004,19791.024999999998,loss,-1.0834202294056232,2025-05-07 08:30:00-04:00,2025-05-07 08:52:00-04:00,19836.5,19815.0,19811.0,2025-05-07 09:16:00-04:00,1m
