date,direction,entry_time,exit_time,entry_price,exit_price,stop,or_high,or_low,atr14,rel_vol,outcome,pnl_pts,risk_pts,r,year
2017-01-06,short,2017-01-06 14:34:00+00:00,2017-01-06 14:37:00+00:00,4958.2,4962.08,4962.08,4974.0,4958.2,38.79999999999992,1.7141419224962255,stop,-3.880000000000109,3.880000000000109,-1.0,2017
2017-01-11,long,2017-01-11 14:34:00+00:00,2017-01-11 16:22:00+00:00,5042.8,5038.871428571429,5038.871428571429,5042.8,5034.2,39.28571428571422,1.5302232968283316,stop,-3.9285714285715585,3.9285714285715585,-1.0,2017
2017-01-12,short,2017-01-12 14:34:00+00:00,2017-01-12 14:37:00+00:00,5025.4,5029.472857142857,5029.472857142857,5034.3,5025.4,40.72857142857141,1.729439728353141,stop,-4.072857142857174,4.072857142857174,-1.0,2017
2017-01-13,long,2017-01-13 14:34:00+00:00,2017-01-13 20:59:00+00:00,5054.3,5060.2,5049.877142857143,5054.3,5045.6,44.22857142857141,1.1639539998743167,eod,5.899999999999636,4.422857142857538,1.3339793281651733,2017
2017-01-17,short,2017-01-17 14:34:00+00:00,2017-01-17 15:08:00+00:00,5042.2,5045.934285714286,5045.934285714286,5048.7,5042.2,37.342857142857156,1.126762344313081,stop,-3.734285714285761,3.734285714285761,-1.0,2017
2017-01-18,short,2017-01-18 14:34:00+00:00,2017-01-18 14:37:00+00:00,5043.6,5046.891428571429,5046.891428571429,5054.0,5043.6,32.91428571428579,1.1166060606060606,stop,-3.291428571428696,3.291428571428696,-1.0,2017
2017-01-20,long,2017-01-20 14:34:00+00:00,2017-01-20 15:06:00+00:00,5074.8,5071.577142857143,5071.577142857143,5074.8,5064.8,32.22857142857155,2.5302189781021895,stop,-3.2228571428568102,3.2228571428568102,-1.0,2017
2017-01-23,long,2017-01-23 14:34:00+00:00,2017-01-23 14:52:00+00:00,5061.1,5057.999285714286,5057.999285714286,5061.1,5048.1,31.00714285714295,2.378563283922463,stop,-3.1007142857142753,3.1007142857142753,-1.0,2017
2017-01-24,long,2017-01-24 14:34:00+00:00,2017-01-24 14:39:00+00:00,5075.8,5072.880714285714,5072.880714285714,5075.8,5068.3,29.19285714285726,1.602188912681418,stop,-2.9192857142861612,2.9192857142861612,-1.0,2017
2017-01-31,short,2017-01-31 14:34:00+00:00,2017-01-31 15:17:00+00:00,5109.3,5112.562142857143,5112.562142857143,5118.0,5109.3,32.62142857142869,1.1477141588992454,stop,-3.2621428571428623,3.2621428571428623,-1.0,2017
2017-02-16,long,2017-02-16 14:34:00+00:00,2017-02-16 14:49:00+00:00,5311.7,5308.476428571428,5308.476428571428,5311.7,5303.2,32.23571428571443,1.0719232818327118,stop,-3.2235714285716313,3.2235714285716313,-1.0,2017
2017-02-22,long,2017-02-22 14:34:00+00:00,2017-02-22 14:38:00+00:00,5346.8,5343.980714285714,5343.980714285714,5346.8,5343.3,28.192857142857324,1.064788732394366,stop,-2.8192857142857974,2.8192857142857974,-1.0,2017
2017-03-03,long,2017-03-03 14:34:00+00:00,2017-03-03 14:59:00+00:00,5359.8,5356.488571428572,5356.488571428572,5359.8,5354.3,33.11428571428574,1.442652329749104,stop,-3.311428571428223,3.311428571428223,-1.0,2017
2017-03-09,short,2017-03-09 14:34:00+00:00,2017-03-09 19:04:00+00:00,5347.2,5350.621428571429,5350.621428571429,5359.7,5347.2,34.214285714285715,2.079792409990269,stop,-3.4214285714288053,3.4214285714288053,-1.0,2017
2017-03-10,short,2017-03-10 14:34:00+00:00,2017-03-10 14:54:00+00:00,5385.3,5388.896428571429,5388.896428571429,5391.0,5385.3,35.964285714285715,1.7692778457772336,stop,-3.596428571428987,3.596428571428987,-1.0,2017
2017-03-13,long,2017-03-13 13:34:00+00:00,2017-03-13 13:59:00+00:00,5388.5,5385.0878571428575,5385.0878571428575,5388.5,5383.7,34.12142857142856,1.156034244683789,stop,-3.4121428571424985,3.4121428571424985,-1.0,2017
2017-03-14,short,2017-03-14 13:34:00+00:00,2017-03-14 13:39:00+00:00,5379.6,5382.835,5382.835,5384.3,5379.6,32.35000000000004,1.1260788326363556,stop,-3.2349999999996726,3.2349999999996726,-1.0,2017
