date,direction,entry_time,exit_time,entry_price,exit_price,stop,or_high,or_low,atr14,rel_vol,outcome,pnl_pts,risk_pts,r,year
2019-08-26,short,2019-08-26 13:34:00+00:00,2019-08-26 15:12:00+00:00,7536.3,7551.337142857143,7551.337142857143,7558.0,7536.3,150.37142857142842,1.198310360160071,stop,-15.037142857142499,15.037142857142499,-1.0,2019
2019-08-28,short,2019-08-28 13:34:00+00:00,2019-08-28 13:44:00+00:00,7508.4,7524.352857142857,7524.352857142857,7545.9,7508.4,159.52857142857133,1.0600738007380073,stop,-15.952857142857283,15.952857142857283,-1.0,2019
2019-09-03,long,2019-09-03 13:34:00+00:00,2019-09-03 14:00:00+00:00,7644.7,7631.79,7631.79,7644.7,7623.2,129.0999999999999,1.0245406141158573,stop,-12.909999999999854,12.909999999999854,-1.0,2019
2019-09-06,short,2019-09-06 13:34:00+00:00,2019-09-06 13:49:00+00:00,7849.2,7863.169285714285,7863.169285714285,7871.7,7849.2,139.69285714285706,1.115589804386485,stop,-13.969285714285434,13.969285714285434,-1.0,2019
2019-09-10,short,2019-09-10 13:34:00+00:00,2019-09-10 14:37:00+00:00,7772.6,7784.092857142858,7784.092857142858,7797.1,7772.6,114.92857142857143,1.0872698158526821,stop,-11.492857142857247,11.492857142857247,-1.0,2019
2019-09-17,short,2019-09-17 13:34:00+00:00,2019-09-17 13:40:00+00:00,7849.6,7859.226428571429,7859.226428571429,7862.5,7849.6,96.26428571428576,1.0752322386497448,stop,-9.626428571428733,9.626428571428733,-1.0,2019
2019-09-19,long,2019-09-19 13:34:00+00:00,2019-09-19 16:27:00+00:00,7927.3,7917.75,7917.75,7927.3,7902.3,95.50000000000007,1.1313639220615965,stop,-9.550000000000182,9.550000000000182,-1.0,2019
2019-09-23,short,2019-09-23 13:34:00+00:00,2019-09-23 13:37:00+00:00,7802.4,7811.482142857142,7811.482142857142,7823.3,7802.4,90.82142857142864,1.2125376426178054,stop,-9.082142857142571,9.082142857142571,-1.0,2019
2019-09-27,short,2019-09-27 13:34:00+00:00,2019-09-27 19:59:00+00:00,7770.1,7680.4,7781.402857142857,7791.6,7770.1,113.0285714285714,1.1143279429664406,eod,89.70000000000073,11.302857142856737,7.936046511628256,2019
2019-09-30,long,2019-09-30 13:34:00+00:00,2019-09-30 13:35:00+00:00,7714.6,7703.352142857143,7703.352142857143,7714.6,7698.5,112.47857142857148,1.0844601892253856,stop,-11.247857142857356,11.247857142857356,-1.0,2019
2019-10-01,long,2019-10-01 13:34:00+00:00,2019-10-01 14:00:00+00:00,7804.1,7792.586428571429,7792.586428571429,7804.1,7777.4,115.13571428571433,1.1201454734381089,stop,-11.513571428571595,11.513571428571595,-1.0,2019
2019-10-02,short,2019-10-02 13:34:00+00:00,2019-10-02 19:59:00+00:00,7608.2,7550.0,7620.003571428571,7634.6,7608.2,118.03571428571429,1.2092072056391958,eod,58.19999999999982,11.803571428571558,4.93071104387285,2019
2019-10-03,long,2019-10-03 13:34:00+00:00,2019-10-03 13:38:00+00:00,7565.3,7552.5992857142855,7552.5992857142855,7565.3,7531.8,127.00714285714288,1.2490213791026799,stop,-12.70071428571464,12.70071428571464,-1.0,2019
2019-10-04,long,2019-10-04 13:34:00+00:00,2019-10-04 13:38:00+00:00,7693.7,7680.1792857142855,7680.1792857142855,7693.7,7665.4,135.20714285714288,1.1755500399646628,stop,-13.520714285714348,13.520714285714348,-1.0,2019
2019-10-07,long,2019-10-07 13:34:00+00:00,2019-10-07 18:50:00+00:00,7740.4,7726.91,7726.91,7740.4,7720.1,134.90000000000003,1.1115941434606078,stop,-13.489999999999782,13.489999999999782,-1.0,2019
2019-10-08,long,2019-10-08 13:34:00+00:00,2019-10-08 16:45:00+00:00,7678.4,7665.363571428571,7665.363571428571,7678.4,7655.9,130.36428571428573,1.1333170453620003,stop,-13.036428571428587,13.036428571428587,-1.0,2019
2019-10-10,long,2019-10-10 13:34:00+00:00,2019-10-10 19:59:00+00:00,7695.0,7740.8,7680.792857142857,7695.0,7676.9,142.07142857142858,1.0423040152963672,eod,45.80000000000018,14.207142857142571,3.2237305178482427,2019
2019-10-30,short,2019-10-30 13:34:00+00:00,2019-10-30 14:46:00+00:00,8046.3,8054.897142857143,8054.897142857143,8060.8,8046.3,85.97142857142853,1.0283185840707965,stop,-8.597142857142899,8.597142857142899,-1.0,2019
2019-10-31,short,2019-10-31 13:34:00+00:00,2019-10-31 13:48:00+00:00,8084.9,8093.823571428571,8093.823571428571,8105.8,8084.9,89.23571428571424,1.3526671675432005,stop,-8.92357142857145,8.92357142857145,-1.0,2019
2019-11-01,short,2019-11-01 13:34:00+00:00,2019-11-01 16:23:00+00:00,8110.1,8118.940714285714,8118.940714285714,8127.9,8110.1,88.40714285714277,1.09654797767791,stop,-8.840714285714057,8.840714285714057,-1.0,2019
2019-11-04,long,2019-11-04 14:34:00+00:00,2019-11-04 14:45:00+00:00,8220.8,8212.102142857142,8212.102142857142,8220.8,8207.3,86.97857142857141,1.1268207805120558,stop,-8.697857142857174,8.697857142857174,-1.0,2019
2019-11-07,short,2019-11-07 14:34:00+00:00,2019-11-07 19:43:00+00:00,8224.7,8232.84142857143,8232.84142857143,8236.2,8224.7,81.4142857142856,1.1791230434331916,stop,-8.14142857142906,8.14142857142906,-1.0,2019
2019-11-13,long,2019-11-13 14:34:00+00:00,2019-11-13 14:49:00+00:00,8247.5,8240.747142857143,8240.747142857143,8247.5,8233.2,67.52857142857134,1.1426795794707132,stop,-6.752857142857465,6.752857142857465,-1.0,2019
2019-11-14,long,2019-11-14 14:34:00+00:00,2019-11-14 14:44:00+00:00,8248.2,8241.55642857143,8241.55642857143,8248.2,8232.9,66.43571428571418,1.0758761831670502,stop,-6.6435714285707945,6.6435714285707945,-1.0,2019
2019-11-15,short,2019-11-15 14:34:00+00:00,2019-11-15 15:16:00+00:00,8294.2,8301.015714285715,8301.015714285715,8312.2,8294.2,68.15714285714277,1.087557603686636,stop,-6.815714285714421,6.815714285714421,-1.0,2019
2019-11-18,short,2019-11-18 14:34:00+00:00,2019-11-18 14:35:00+00:00,8292.2,8297.85,8297.85,8310.4,8292.2,56.49999999999987,1.0735447891251306,stop,-5.649999999999636,5.649999999999636,-1.0,2019
2019-11-20,long,2019-11-20 14:34:00+00:00,2019-11-20 14:43:00+00:00,8323.0,8316.882857142857,8316.882857142857,8323.0,8310.0,61.171428571428415,1.0938375350140057,stop,-6.117142857143335,6.117142857143335,-1.0,2019
2019-11-21,short,2019-11-21 14:34:00+00:00,2019-11-21 14:36:00+00:00,8260.9,8267.404999999999,8267.404999999999,8279.4,8260.9,65.04999999999986,1.1984713375796179,stop,-6.5049999999992,6.5049999999992,-1.0,2019
2019-11-22,short,2019-11-22 14:34:00+00:00,2019-11-22 14:54:00+00:00,8274.2,8280.743571428573,8280.743571428573,8288.8,8274.2,65.43571428571424,1.149449769258076,stop,-6.54357142857225,6.54357142857225,-1.0,2019
2019-11-26,short,2019-11-26 14:34:00+00:00,2019-11-26 14:47:00+00:00,8366.9,8373.494285714285,8373.494285714285,8382.7,8366.9,65.94285714285706,1.132886852308777,stop,-6.594285714285434,6.594285714285434,-1.0,2019
2019-11-27,short,2019-11-27 14:34:00+00:00,2019-11-27 14:45:00+00:00,8401.4,8408.119999999999,8408.119999999999,8410.6,8401.4,67.19999999999995,1.049671977507029,stop,-6.719999999999345,6.719999999999345,-1.0,2019
2019-12-02,short,2019-12-02 14:34:00+00:00,2019-12-02 20:59:00+00:00,8391.6,8314.3,8397.52642857143,8411.4,8391.6,59.26428571428577,1.1450002586519064,eod,77.30000000000109,5.926428571428914,13.043268651319183,2019
2019-12-03,long,2019-12-03 14:34:00+00:00,2019-12-03 14:37:00+00:00,8215.6,8208.65142857143,8208.65142857143,8215.6,8183.8,69.48571428571437,1.6086150763836713,stop,-6.948571428571086,6.948571428571086,-1.0,2019
2019-12-05,short,2019-12-05 14:34:00+00:00,2019-12-05 19:39:00+00:00,8300.4,8308.539285714285,8308.539285714285,8323.4,8300.4,81.39285714285734,1.1814882032667875,stop,-8.139285714285506,8.139285714285506,-1.0,2019
2019-12-06,long,2019-12-06 14:34:00+00:00,2019-12-06 14:36:00+00:00,8377.8,8369.780714285713,8369.780714285713,8377.8,8364.8,80.19285714285739,1.0329223938406311,stop,-8.019285714286525,8.019285714286525,-1.0,2019
2019-12-09,long,2019-12-09 14:34:00+00:00,2019-12-09 16:54:00+00:00,8398.2,8390.58,8390.58,8398.2,8386.3,76.20000000000002,1.0107110838484406,stop,-7.6200000000008,7.6200000000008,-1.0,2019
2019-12-10,short,2019-12-10 14:34:00+00:00,2019-12-10 14:47:00+00:00,8354.4,8362.023571428572,8362.023571428572,8368.4,8354.4,76.2357142857143,1.0907297830374754,stop,-7.623571428572177,7.623571428572177,-1.0,2019
2019-12-20,long,2019-12-20 14:34:00+00:00,2019-12-20 14:36:00+00:00,8690.0,8682.737142857142,8682.737142857142,8690.0,8678.1,72.62857142857138,1.2225061425061425,stop,-7.262857142857683,7.262857142857683,-1.0,2019
2019-12-27,short,2019-12-27 14:34:00+00:00,2019-12-27 20:59:00+00:00,8802.0,8773.5,8808.37,8813.1,8802.0,63.70000000000008,1.0756598240469208,eod,28.5,6.3700000000008,4.474097331239626,2019
2019-12-30,short,2019-12-30 14:34:00+00:00,2019-12-30 20:59:00+00:00,8747.6,8712.9,8753.56,8773.6,8747.6,59.59999999999997,1.2299093819523577,eod,34.70000000000073,5.959999999999127,5.822147651007686,2019
2019-12-31,long,2019-12-31 14:34:00+00:00,2019-12-31 14:35:00+00:00,8707.8,8701.984285714285,8701.984285714285,8707.8,8674.4,58.15714285714278,1.2723141837065888,stop,-5.815714285714421,5.815714285714421,-1.0,2019
2020-01-02,long,2020-01-02 14:34:00+00:00,2020-01-02 14:54:00+00:00,8820.0,8814.300714285715,8814.300714285715,8820.0,8797.2,56.992857142856984,1.3582313801244903,stop,-5.699285714284997,5.699285714284997,-1.0,2020
2020-01-03,long,2020-01-03 14:34:00+00:00,2020-01-03 14:35:00+00:00,8806.7,8800.663571428573,8800.663571428573,8806.7,8752.5,60.36428571428561,1.5956348150119777,stop,-6.0364285714276775,6.0364285714276775,-1.0,2020
2020-01-06,long,2020-01-06 14:34:00+00:00,2020-01-06 14:38:00+00:00,8750.6,8743.816428571428,8743.816428571428,8750.6,8713.9,67.83571428571433,1.4597989949748744,stop,-6.783571428572031,6.783571428572031,-1.0,2020
2020-01-07,long,2020-01-07 14:34:00+00:00,2020-01-07 14:35:00+00:00,8859.3,8851.855,8851.855,8859.3,8842.1,74.45000000000007,1.3306376966921616,stop,-7.444999999999709,7.444999999999709,-1.0,2020
2020-01-08,long,2020-01-08 14:34:00+00:00,2020-01-08 14:36:00+00:00,8864.5,8855.931428571428,8855.931428571428,8864.5,8833.4,85.68571428571431,1.3491364713850322,stop,-8.568571428571886,8.568571428571886,-1.0,2020
2020-01-09,long,2020-01-09 14:34:00+00:00,2020-01-09 14:41:00+00:00,9002.5,8992.815714285714,8992.815714285714,9002.5,8986.8,96.84285714285708,1.1055532397758325,stop,-9.68428571428558,9.68428571428558,-1.0,2020
2020-01-10,short,2020-01-10 14:34:00+00:00,2020-01-10 14:51:00+00:00,9002.0,9012.112142857142,9012.112142857142,9027.6,9002.0,101.1214285714285,1.1217179464044031,stop,-10.112142857142317,10.112142857142317,-1.0,2020
2020-01-14,short,2020-01-14 14:34:00+00:00,2020-01-14 15:31:00+00:00,9054.6,9064.937857142857,9064.937857142857,9073.9,9054.6,103.37857142857138,1.154590789087709,stop,-10.337857142856592,10.337857142856592,-1.0,2020
2020-01-15,long,2020-01-15 14:34:00+00:00,2020-01-15 14:45:00+00:00,9064.9,9054.301428571429,9054.301428571429,9064.9,9040.1,105.98571428571424,1.146586846262576,stop,-10.598571428570722,10.598571428570722,-1.0,2020
2020-01-16,long,2020-01-16 14:34:00+00:00,2020-01-16 15:38:00+00:00,9098.0,9087.727142857142,9087.727142857142,9098.0,9077.3,102.72857142857136,1.058109703954066,stop,-10.272857142857902,10.272857142857902,-1.0,2020
2020-01-22,short,2020-01-22 14:34:00+00:00,2020-01-22 20:08:00+00:00,9203.3,9213.071428571428,9213.071428571428,9217.6,9203.3,97.71428571428545,1.0208986841569234,stop,-9.77142857142826,9.77142857142826,-1.0,2020
2020-01-23,short,2020-01-23 14:34:00+00:00,2020-01-23 14:39:00+00:00,9154.4,9163.525,9163.525,9192.8,9154.4,91.24999999999974,1.1449304904398874,stop,-9.125,9.125,-1.0,2020
2020-01-27,long,2020-01-27 14:34:00+00:00,2020-01-27 14:36:00+00:00,8960.6,8951.74142857143,8951.74142857143,8960.6,8920.1,88.5857142857142,1.3540295024585383,stop,-8.85857142857094,8.85857142857094,-1.0,2020
2020-01-28,short,2020-01-28 14:34:00+00:00,2020-01-28 15:00:00+00:00,9010.2,9019.338571428572,9019.338571428572,9034.5,9010.2,91.38571428571413,1.107107682206172,stop,-9.138571428571595,9.138571428571595,-1.0,2020
2020-01-29,long,2020-01-29 14:34:00+00:00,2020-01-29 14:39:00+00:00,9147.8,9137.682142857142,9137.682142857142,9147.8,9134.4,101.17857142857117,1.095091141011398,stop,-10.117857142857247,10.117857142857247,-1.0,2020
2020-01-30,long,2020-01-30 14:34:00+00:00,2020-01-30 15:00:00+00:00,9085.7,9075.595714285715,9075.595714285715,9085.7,9039.3,101.04285714285705,1.2794807951344953,stop,-10.104285714285652,10.104285714285652,-1.0,2020
2020-01-31,short,2020-01-31 14:34:00+00:00,2020-01-31 20:59:00+00:00,9137.1,8988.9,9148.455714285714,9178.2,9137.1,113.55714285714268,1.1828379136287157,eod,148.20000000000073,11.355714285713475,13.050698201032572,2020
2020-02-03,long,2020-02-03 14:34:00+00:00,2020-02-03 20:59:00+00:00,9065.4,9126.9,9052.339285714286,9065.4,9031.8,130.60714285714272,1.2011166594581844,eod,61.5,13.060714285713402,4.708777686628703,2020
2020-02-04,short,2020-02-04 14:34:00+00:00,2020-02-04 14:42:00+00:00,9230.5,9244.289285714285,9244.289285714285,9265.3,9230.5,137.89285714285703,1.0175069208874332,stop,-13.789285714285143,13.789285714285143,-1.0,2020
2020-02-05,short,2020-02-05 14:34:00+00:00,2020-02-05 20:59:00+00:00,9422.5,9371.5,9437.582857142857,9452.8,9422.5,150.82857142857145,1.2026154026858775,eod,51.0,15.082857142857392,3.3813222201173905,2020
2020-02-06,short,2020-02-06 14:34:00+00:00,2020-02-06 14:51:00+00:00,9369.2,9384.890000000001,9384.890000000001,9401.1,9369.2,156.90000000000003,1.1219908033540709,stop,-15.69000000000051,15.69000000000051,-1.0,2020
2020-02-07,short,2020-02-07 14:34:00+00:00,2020-02-07 14:35:00+00:00,9378.5,9394.072142857143,9394.072142857143,9416.2,9378.5,155.7214285714286,1.0195779690713795,stop,-15.572142857143263,15.572142857143263,-1.0,2020
2020-02-10,long,2020-02-10 14:34:00+00:00,2020-02-10 20:59:00+00:00,9409.3,9518.9,9393.792142857143,9409.3,9372.4,155.0785714285716,1.0177697841726618,eod,109.60000000000036,15.507857142856665,7.06738519644444,2020
2020-02-11,short,2020-02-11 14:34:00+00:00,2020-02-11 14:49:00+00:00,9547.3,9562.996428571429,9562.996428571429,9575.3,9547.3,156.96428571428584,1.0597115418689536,stop,-15.696428571429351,15.696428571429351,-1.0,2020
2020-02-13,long,2020-02-13 14:34:00+00:00,2020-02-13 15:01:00+00:00,9570.7,9555.644285714287,9555.644285714287,9570.7,9533.4,150.55714285714294,1.0533596837944663,stop,-15.055714285714203,15.055714285714203,-1.0,2020
2020-02-18,long,2020-02-18 14:34:00+00:00,2020-02-18 14:36:00+00:00,9606.9,9594.917857142857,9594.917857142857,9606.9,9570.6,119.82142857142857,1.0370174710388287,stop,-11.982142857143117,11.982142857143117,-1.0,2020
2020-02-19,long,2020-02-19 14:34:00+00:00,2020-02-19 20:59:00+00:00,9698.3,9720.9,9686.156428571428,9698.3,9674.2,121.43571428571418,1.1104920377969356,eod,22.600000000000364,12.143571428570795,1.8610669960591826,2020
2020-02-20,long,2020-02-20 14:34:00+00:00,2020-02-20 15:21:00+00:00,9711.7,9699.917142857144,9699.917142857144,9711.7,9692.4,117.82857142857132,1.0026862396428438,stop,-11.782857142856301,11.782857142856301,-1.0,2020
2020-02-21,short,2020-02-21 14:34:00+00:00,2020-02-21 20:59:00+00:00,9567.7,9446.2,9579.700714285715,9597.7,9567.7,120.00714285714263,1.093724966622163,eod,121.5,12.000714285713912,10.124397357300476,2020
2020-02-24,long,2020-02-24 14:34:00+00:00,2020-02-24 15:31:00+00:00,9139.3,9126.262142857142,9126.262142857142,9139.3,9036.6,130.37857142857123,1.212606878570607,stop,-13.03785714285732,13.03785714285732,-1.0,2020
2020-02-25,short,2020-02-25 14:34:00+00:00,2020-02-25 20:59:00+00:00,9128.7,8834.5,9143.00142857143,9186.0,9128.7,143.0142857142855,1.2907538903157576,eod,294.2000000000007,14.301428571428914,20.571371491359063,2020
2020-02-26,long,2020-02-26 14:34:00+00:00,2020-02-26 17:04:00+00:00,8935.8,8919.323571428571,8919.323571428571,8935.8,8876.4,164.7642857142855,1.269393406428919,stop,-16.476428571428187,16.476428571428187,-1.0,2020
2020-02-27,short,2020-02-27 14:34:00+00:00,2020-02-27 14:36:00+00:00,8631.9,8649.324285714285,8649.324285714285,8683.1,8631.9,174.242857142857,1.3062943262411346,stop,-17.42428571428536,17.42428571428536,-1.0,2020
2020-02-28,long,2020-02-28 14:34:00+00:00,2020-02-28 14:40:00+00:00,8279.9,8259.027142857143,8259.027142857143,8279.9,8122.2,208.72857142857123,1.1483782417106119,stop,-20.872857142856446,20.872857142856446,-1.0,2020
2020-03-02,short,2020-03-02 14:34:00+00:00,2020-03-02 14:45:00+00:00,8522.9,8547.755714285713,8547.755714285713,8592.4,8522.9,248.55714285714274,1.1937285223367697,stop,-24.855714285713475,24.855714285713475,-1.0,2020
2020-03-03,short,2020-03-03 14:34:00+00:00,2020-03-03 15:00:00+00:00,8841.9,8870.090714285714,8870.090714285714,8899.4,8841.9,281.90714285714273,1.1833084947839045,stop,-28.19071428571442,28.19071428571442,-1.0,2020
2020-03-04,long,2020-03-04 14:34:00+00:00,2020-03-04 15:37:00+00:00,8781.2,8749.829285714286,8749.829285714286,8781.2,8736.4,313.70714285714274,1.0738180428665718,stop,-31.370714285714712,31.370714285714712,-1.0,2020
2020-03-05,long,2020-03-05 14:34:00+00:00,2020-03-05 14:52:00+00:00,8759.1,8726.574285714287,8726.574285714287,8759.1,8697.6,325.2571428571428,1.0452828881266674,stop,-32.52571428571355,32.52571428571355,-1.0,2020
2020-03-06,long,2020-03-06 14:34:00+00:00,2020-03-06 14:41:00+00:00,8454.8,8420.843571428572,8420.843571428572,8454.8,8377.0,339.56428571428575,1.1285465533135308,stop,-33.95642857142775,33.95642857142775,-1.0,2020
2020-03-10,short,2020-03-10 13:34:00+00:00,2020-03-10 14:08:00+00:00,8186.1,8224.205714285714,8224.205714285714,8245.0,8186.1,381.05714285714305,1.1355460530781238,stop,-38.105714285713475,38.105714285713475,-1.0,2020
2020-03-11,long,2020-03-11 13:34:00+00:00,2020-03-11 14:20:00+00:00,8216.9,8177.032142857142,8177.032142857142,8216.9,8146.3,398.6785714285716,1.0066220713301286,stop,-39.86785714285725,39.86785714285725,-1.0,2020
2020-03-19,short,2020-03-19 13:34:00+00:00,2020-03-19 13:51:00+00:00,7066.2,7122.503571428571,7122.503571428571,7192.7,7066.2,563.0357142857144,1.2840325988530032,stop,-56.30357142857156,56.30357142857156,-1.0,2020
2020-03-20,long,2020-03-20 13:34:00+00:00,2020-03-20 13:38:00+00:00,7439.8,7382.810714285714,7382.810714285714,7439.8,7376.6,569.8928571428572,1.1304725126914565,stop,-56.98928571428587,56.98928571428587,-1.0,2020
2020-03-23,short,2020-03-23 13:34:00+00:00,2020-03-23 13:48:00+00:00,6893.8,6952.693571428572,6952.693571428572,7010.1,6893.8,588.9357142857144,1.4648850217526415,stop,-58.893571428571704,58.893571428571704,-1.0,2020
2020-03-25,long,2020-03-25 13:34:00+00:00,2020-03-25 13:51:00+00:00,7607.3,7545.0085714285715,7545.0085714285715,7607.3,7484.7,622.9142857142857,1.614815495611415,stop,-62.291428571428696,62.291428571428696,-1.0,2020
2020-03-26,long,2020-03-26 13:34:00+00:00,2020-03-26 13:47:00+00:00,7617.2,7554.942857142857,7554.942857142857,7617.2,7513.5,622.5714285714286,1.5477482365708084,stop,-62.25714285714275,62.25714285714275,-1.0,2020
2020-03-27,long,2020-03-27 13:34:00+00:00,2020-03-27 13:42:00+00:00,7674.2,7610.8042857142855,7610.8042857142855,7674.2,7638.4,633.9571428571429,1.3224324324324324,stop,-63.39571428571435,63.39571428571435,-1.0,2020
2020-03-30,long,2020-03-30 13:34:00+00:00,2020-03-30 13:41:00+00:00,7709.8,7651.372142857143,7651.372142857143,7709.8,7658.8,584.2785714285714,1.0923539342034834,stop,-58.42785714285674,58.42785714285674,-1.0,2020
2020-03-31,short,2020-03-31 13:34:00+00:00,2020-03-31 14:06:00+00:00,7816.4,7871.8042857142855,7871.8042857142855,7851.6,7816.4,554.0428571428571,1.1739240080699396,stop,-55.404285714285834,55.404285714285834,-1.0,2020
2020-04-01,long,2020-04-01 13:34:00+00:00,2020-04-01 16:29:00+00:00,7601.2,7550.932857142857,7550.932857142857,7601.2,7559.2,502.6714285714285,1.2532983761840324,stop,-50.26714285714297,50.26714285714297,-1.0,2020
2020-04-02,long,2020-04-02 13:34:00+00:00,2020-04-02 13:42:00+00:00,7509.6,7463.750714285715,7463.750714285715,7509.6,7419.6,458.49285714285713,1.1805621724630777,stop,-45.84928571428554,45.84928571428554,-1.0,2020
2020-04-03,long,2020-04-03 13:34:00+00:00,2020-04-03 14:18:00+00:00,7623.6,7580.075714285715,7580.075714285715,7623.6,7567.1,435.24285714285713,1.0274982717566634,stop,-43.524285714285725,43.524285714285725,-1.0,2020
2020-05-08,short,2020-05-08 13:34:00+00:00,2020-05-08 13:45:00+00:00,9132.6,9155.562857142857,9155.562857142857,9174.2,9132.6,229.62857142857163,1.0198619353276008,stop,-22.962857142856592,22.962857142856592,-1.0,2020
2020-05-13,short,2020-05-13 13:34:00+00:00,2020-05-13 13:46:00+00:00,9079.7,9101.611428571428,9101.611428571428,9147.4,9079.7,219.11428571428573,1.0752217766435774,stop,-21.911428571427678,21.911428571427678,-1.0,2020
2020-05-14,long,2020-05-14 13:34:00+00:00,2020-05-14 13:39:00+00:00,8971.2,8947.836428571429,8947.836428571429,8971.2,8931.6,233.63571428571439,1.093286518554392,stop,-23.36357142857196,23.36357142857196,-1.0,2020
2020-05-15,long,2020-05-15 13:34:00+00:00,2020-05-15 13:49:00+00:00,9003.3,8980.082142857142,8980.082142857142,9003.3,8963.8,232.17857142857142,1.0794510653665583,stop,-23.21785714285761,23.21785714285761,-1.0,2020
2020-05-18,short,2020-05-18 13:34:00+00:00,2020-05-18 13:36:00+00:00,9255.1,9275.578571428572,9275.578571428572,9283.2,9255.1,204.78571428571428,1.0515525716340965,stop,-20.47857142857174,20.47857142857174,-1.0,2020
2020-05-19,long,2020-05-19 13:34:00+00:00,2020-05-19 13:48:00+00:00,9360.1,9339.755714285715,9339.755714285715,9360.1,9319.6,203.4428571428572,1.0097075814424394,stop,-20.344285714285434,20.344285714285434,-1.0,2020
2020-05-26,short,2020-05-26 13:34:00+00:00,2020-05-26 19:59:00+00:00,9532.9,9391.4,9552.267857142857,9572.5,9532.9,193.6785714285713,1.0203775471933991,eod,141.5,19.367857142857247,7.305919232896882,2020
2020-05-27,short,2020-05-27 13:34:00+00:00,2020-05-27 13:35:00+00:00,9348.6,9368.833571428571,9368.833571428571,9387.8,9348.6,202.3357142857142,1.1073842302878598,stop,-20.23357142857094,20.23357142857094,-1.0,2020
2020-05-28,long,2020-05-28 13:34:00+00:00,2020-05-28 19:50:00+00:00,9421.2,9400.166428571429,9400.166428571429,9421.2,9386.2,210.3357142857142,1.1014942029884058,stop,-21.03357142857203,21.03357142857203,-1.0,2020
2020-05-29,long,2020-05-29 13:34:00+00:00,2020-05-29 14:07:00+00:00,9465.0,9444.68642857143,9444.68642857143,9465.0,9425.2,203.13571428571413,1.0287125656066687,stop,-20.313571428570867,20.313571428570867,-1.0,2020
2020-06-01,long,2020-06-01 13:34:00+00:00,2020-06-01 19:59:00+00:00,9550.9,9596.7,9532.287142857142,9550.9,9507.7,186.12857142857138,1.021973287376131,eod,45.80000000000109,18.612857142858047,2.460664671118214,2020
2020-06-03,long,2020-06-03 13:34:00+00:00,2020-06-03 14:12:00+00:00,9697.4,9678.899285714286,9678.899285714286,9697.4,9661.0,185.0071428571426,1.0131123206333499,stop,-18.50071428571391,18.50071428571391,-1.0,2020
2020-06-05,long,2020-06-05 13:34:00+00:00,2020-06-05 19:59:00+00:00,9692.3,9814.4,9674.359285714285,9692.3,9655.1,179.40714285714253,1.0974352527030427,eod,122.10000000000036,17.94071428571442,6.805749094238931,2020
2020-06-08,short,2020-06-08 13:34:00+00:00,2020-06-08 13:40:00+00:00,9795.2,9812.445000000002,9812.445000000002,9817.4,9795.2,172.44999999999982,1.0388630360960884,stop,-17.2450000000008,17.2450000000008,-1.0,2020
2020-06-09,long,2020-06-09 13:34:00+00:00,2020-06-09 19:59:00+00:00,9880.7,9964.6,9863.654285714287,9880.7,9853.2,170.4571428571427,1.0523596496755088,eod,83.89999999999964,17.045714285713984,4.922058330539791,2020
2020-06-10,short,2020-06-10 13:34:00+00:00,2020-06-10 13:36:00+00:00,10027.9,10045.9,10045.9,10055.3,10027.9,179.99999999999974,1.0388661417322835,stop,-18.0,18.0,-1.0,2020
2020-06-11,long,2020-06-11 13:34:00+00:00,2020-06-11 14:28:00+00:00,9952.6,9934.120714285715,9934.120714285715,9952.6,9906.8,184.79285714285692,1.1514808526693079,stop,-18.479285714285652,18.479285714285652,-1.0,2020
2020-06-12,long,2020-06-12 13:34:00+00:00,2020-06-12 13:38:00+00:00,9809.8,9789.761428571428,9789.761428571428,9809.8,9777.0,200.385714285714,1.0757150869321368,stop,-20.03857142857123,20.03857142857123,-1.0,2020
2020-06-16,short,2020-06-16 13:34:00+00:00,2020-06-16 13:42:00+00:00,9962.0,9984.082142857143,9984.082142857143,9995.0,9962.0,220.82142857142844,1.0104954558780417,stop,-22.08214285714348,22.08214285714348,-1.0,2020
2020-06-18,long,2020-06-18 13:34:00+00:00,2020-06-18 13:37:00+00:00,9989.4,9966.380714285713,9966.380714285713,9989.4,9961.0,230.19285714285706,1.0223695111847555,stop,-23.019285714286525,23.019285714286525,-1.0,2020
2020-06-25,long,2020-06-25 13:34:00+00:00,2020-06-25 18:20:00+00:00,10028.6,10003.573571428571,10003.573571428571,10028.6,9998.4,250.26428571428565,1.0266831595688284,stop,-25.02642857142928,25.02642857142928,-1.0,2020
2020-06-26,short,2020-06-26 13:34:00+00:00,2020-06-26 13:39:00+00:00,10054.0,10079.222142857143,10079.222142857143,10092.9,10054.0,252.2214285714286,1.0177319587628866,stop,-25.2221428571429,25.2221428571429,-1.0,2020
2020-06-29,short,2020-06-29 13:34:00+00:00,2020-06-29 14:13:00+00:00,9819.9,9843.337857142857,9843.337857142857,9861.4,9819.9,234.37857142857152,1.0284808268248282,stop,-23.437857142856956,23.437857142856956,-1.0,2020
2020-06-30,long,2020-06-30 13:34:00+00:00,2020-06-30 19:59:00+00:00,9994.4,10145.0,9971.414999999999,9994.4,9953.7,229.84999999999997,1.0061450225317492,eod,150.60000000000036,22.985000000000582,6.552099195127107,2020
2020-07-07,long,2020-07-07 13:34:00+00:00,2020-07-07 18:20:00+00:00,10621.0,10600.592857142858,10600.592857142858,10621.0,10567.4,204.07142857142858,1.02484237074401,stop,-20.40714285714239,20.40714285714239,-1.0,2020
