year,count,mean,sum,win_rate
2016,36,-0.31277387528170003,-11.259859510141201,36.11111111111111
2017,260,-0.15192563721074737,-39.50066567479431,38.46153846153847
2018,247,-0.04962456026025113,-12.25726638428203,44.93927125506073
2019,243,-0.19617945805382894,-47.67160830708043,37.86008230452675
2020,214,0.2720875056213392,58.226726202966596,55.140186915887845
